,name,id,stage,year
320,Café Tacvba,09xj0S68Y1OU1vHMCZAIvz,Coachella Stage,2013
321,Tortoise,2XiSjEF8tz3hBWGSkqgQxs,Outdoor Theatre,2003
322,Ben Folds,55tif8708yyDQlSjh3Trdu,Outdoor Theatre,2003
323,The Kinison,0HVw0wS9ujZ77XC1IkurQ9,Outdoor Theatre,2003
324,Eisley,7iAUZj65TsyjfcvprSYb9w,Outdoor Theatre,2003
325,Eisley,7iAUZj65TsyjfcvprSYb9w,Outdoor Theatre,2005
326,Deep Dish,720JYpdCgHuTmDeryW0wEA,Sahara Tent,2003
327,Deep Dish,720JYpdCgHuTmDeryW0wEA,Yuma Tent,2019
328,Timo Maas,1nN9sUUgtCl0Z9ciCLc48Q,Sahara Tent,2003
329,DB,3xGQQ8pYMw09C0YDkVS4mr,Sahara Tent,2003
330,DJ Irene,6GQPBUh0Ui1nfs0qf54wZ1,Sahara Tent,2003
331,FC Kahuna,1UQ5GQDdYPKgbIEn9sMiSg,Sahara Tent,2003
332,Fischerspooner,5R7K1GezC0jy24v1R2n4x3,Mojave Tent,2003
333,Dirty Vegas,2IkHcHKErbWa0TA14yHkbl,Mojave Tent,2003
334,Rooney,78inRkIIF0n9R9I2HPoWP7,Mojave Tent,2003
335,22-20s,3I3zGmpilE7YAI6DNoAxPs,Mojave Tent,2003
336,The Von Bondies,5QPNEMldc8k1g5hT54PCWg,Mojave Tent,2003
337,Ima Robot,0JzkAORtxJjXk3XDKvIUcb,Mojave Tent,2003
338,S.T.U.N.,3ciRvbBIVz9fBoPbtSYq4x,Mojave Tent,2003
339,Mouse on Mars,4ZgIWfyg9BkcqnJJ2xVR3f,Gobi Tent,2003
340,C-Minus,50ylboUEitEtn4AKaoImsK,Gobi Tent,2003
341,Ursula Rucker,3HVMTISidSkv0TNur6fmkj,Gobi Tent,2003
342,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Coachella Stage,2004
343,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Coachella Stage,2012
344,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Coachella Stage,2017
345,Pixies,6zvul52xwTWzilBZl6BUbT,Coachella Stage,2004
346,Pixies,6zvul52xwTWzilBZl6BUbT,Mojave Tent,2014
347,Sparta,2yHxc12dEUiLXNeqUadxBh,Coachella Stage,2004
348,Hieroglyphics,0XTSrpKEUhzQ5aiYswppxh,Coachella Stage,2004
349,The Sounds,02EkiP3hYgkSISBAS0nfjG,Coachella Stage,2004
350,The Section Quartet,4XBvsNUbZyZT9eynxBQutr,Coachella Stage,2004
351,The Section Quartet,4XBvsNUbZyZT9eynxBQutr,Gobi Tent,2004
352,The Section Quartet,4XBvsNUbZyZT9eynxBQutr,Coachella Stage,2006
353,MF Doom,2pAWfrd7WFF3XhVt9GooDL,Outdoor Theatre,2004
354,MF Doom,2pAWfrd7WFF3XhVt9GooDL,Mojave Tent,2005
355,Kool Keith,3zFaWPA8Jobgf5egh38KD2,Outdoor Theatre,2004
356,Living Legends,0E4UA1bttJjSFNgAkLyQuo,Outdoor Theatre,2004
357,Eyedea & Abilities,4pxU0h86QnMOe6iNIy7pCU,Outdoor Theatre,2004
358,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,Outdoor Theatre,2004
359,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,Coachella Stage,2008
360,...And You Will Know Us by the Trail of Dead,6wBUn8gMP85n8dPu6LoUcF,Outdoor Theatre,2004
361,The Stills,3ZBIKwEmexGQHro1PDM75t,Outdoor Theatre,2004
362,Howie Day,0ekbDNE2eOq8QiaXM34wer,Outdoor Theatre,2004
363,dios,5PYNYuJvINkkQZV6ncScjf,Outdoor Theatre,2004
364,Kraftwerk,0dmPX6ovclgOy8WWJaFEUU,Sahara Tent,2004
365,Kraftwerk,0dmPX6ovclgOy8WWJaFEUU,Coachella Stage,2008
366,Mark Farina,3Nk2T3DZVBvPRO5BBSrklE,Sahara Tent,2004
367,Laurent Garnier,3y1SoTOdrmRNTBVph5T0VZ,Sahara Tent,2004
368,Laurent Garnier,3y1SoTOdrmRNTBVph5T0VZ,Yuma Tent,2014
369,Sander Kleinenberg,3CfH3WZPzbk5mNDWXpGIy6,Sahara Tent,2004
370,Sander Kleinenberg,3CfH3WZPzbk5mNDWXpGIy6,Sahara Tent,2011
371,Sander Kleinenberg,3CfH3WZPzbk5mNDWXpGIy6,Yuma Tent,2014
372,Danny Howells,404Jr6ogdJwSHAfdwD1AN2,Sahara Tent,2004
373,Seb Fontaine,3EEef1Mi6lRwX1tQY7QMdH,Sahara Tent,2004
374,DJ Icon,2R54npOSQZyeExxcOOaeLS,Sahara Tent,2004
375,Electric Six,4xNadaO5ZZLVJdqDIVVIua,Mojave Tent,2004
376,Mindless Self Indulgence,5R5MLOQbI4lb7GHYioPqoN,Mojave Tent,2004
377,Stereolab,3Rj0tDHoX7C5NFq5DKIpHt,Mojave Tent,2004
378,Moving Units,59jgbUCd3zllD0HpxgPQBJ,Mojave Tent,2004
379,Moving Units,59jgbUCd3zllD0HpxgPQBJ,Coachella Stage,2011
380,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Mojave Tent,2004
381,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Mojave Tent,2007
382,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Coachella Stage,2009
383,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Coachella Stage,2011
384,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Coachella Stage,2012
385,Junior Senior,7xNPROyVfkH4mcIxxCxySm,Mojave Tent,2004
386,stellastarr*,6eqecgXkT3Ir853jaGfh87,Mojave Tent,2004
387,stellastarr*,6eqecgXkT3Ir853jaGfh87,Mojave Tent,2006
388,Sahara Hotnights,2VPvWVAiP9GICmwh4bLUuE,Mojave Tent,2004
389,Erase Errata,6usH6EXdwu2I7BBPTYisWc,Mojave Tent,2004
390,Phantom Planet,0LsTFjEB1IIrh7IlTxs1GY,Gobi Tent,2004
391,Da Lata,4qjTbJHr1i0O0ViKgFgZqN,Gobi Tent,2004
392,Boozoo Bajou,2I36EjIVz3vDfROgj1MfZ3,Gobi Tent,2004
393,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Gobi Tent,2004
394,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Sahara Tent,2007
395,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Coachella Stage,2010
396,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Coachella Stage,2016
397,Savath & Savalas,27VbT3cbrUL7xec3REIMRw,Gobi Tent,2004
398,Q and Not U,0E8Xl0rqwhKVaLB5sjErWr,Gobi Tent,2004
399,The Evens,0D20qC9WhCXDlPBFZf7cmP,Gobi Tent,2004
400,The Evens,0D20qC9WhCXDlPBFZf7cmP,Gobi Tent,2013
401,Juana Molina,76hliHkgP5eIbVqLT7NmQ3,Gobi Tent,2004
402,The Cure,7bu3H8JO7d0UbMoVzbo70s,Coachella Stage,2004
403,The Cure,7bu3H8JO7d0UbMoVzbo70s,Coachella Stage,2009
404,The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,Coachella Stage,2004
405,Air,4xXCRXOfQKQ2gjWxNhNzYW,Coachella Stage,2004
406,Air,4xXCRXOfQKQ2gjWxNhNzYW,Outdoor Theatre,2007
407,Thursday,61awhbNK16ku1uQyXRsQj5,Coachella Stage,2004
408,Muse,12Chz98pHFMPJEknJQMWvI,Coachella Stage,2004
409,Muse,12Chz98pHFMPJEknJQMWvI,Coachella Stage,2010
410,Muse,12Chz98pHFMPJEknJQMWvI,Coachella Stage,2014
411,Antibalas Afrobeat Orchestra,2KGF6IKZfVGCKfyqcNVGfh,Coachella Stage,2004
412,Thelonious Monster,79wfwGHz2ByenSDM0VaB70,Coachella Stage,2004
413,Le Tigre,2n6FviARgtjjimZXu18uRM,Outdoor Theatre,2004
414,Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,Outdoor Theatre,2004
415,Black Rebel Motorcycle Club,1tpXaFf2F55E7kVJON4j4G,Outdoor Theatre,2004
416,Bright Eyes,5o206eFLx38glA2bb4zqIU,Outdoor Theatre,2004
417,Bright Eyes,5o206eFLx38glA2bb4zqIU,Outdoor Theatre,2005
418,Bright Eyes,5o206eFLx38glA2bb4zqIU,Coachella Stage,2011
419,Cursive,1sylmUjlKYsLA49YtkNHW3,Outdoor Theatre,2004
420,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,Outdoor Theatre,2004
421,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,Outdoor Theatre,2006
422,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,Outdoor Theatre,2009
423,Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd,Outdoor Theatre,2004
424,Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd,Coachella Stage,2011
425,!!!,2Jc4AEeBTE47KwuKgYOtcL,Outdoor Theatre,2004
426,!!!,2Jc4AEeBTE47KwuKgYOtcL,Mojave Tent,2007
427,!!!,2Jc4AEeBTE47KwuKgYOtcL,Outdoor Theatre,2011
428,Pretty Girls Make Graves,3okeQxv9lGt59TGlLikfzN,Outdoor Theatre,2004
429,Paul van Dyk,7wU1naftD3lNq7rNsiDvOR,Sahara Tent,2004
430,Paul van Dyk,7wU1naftD3lNq7rNsiDvOR,Sahara Tent,2007
431,Ferry Corsten,2ohlvFf9PBsDELdRstPtlP,Sahara Tent,2004
432,Crystal Method,5eKLa1xyHLq8ERWmT1CRHj,Sahara Tent,2004
433,2manyDJs,5bppICntghQ2YaiMPjk8l3,Sahara Tent,2004
434,2manyDJs,5bppICntghQ2YaiMPjk8l3,Sahara Tent,2010
435,2manyDJs,5bppICntghQ2YaiMPjk8l3,Sahara Tent,2016
436,Donald Glaude,6KNsaVj5wOjWM8xUIGmmoG,Sahara Tent,2004
437,Hybrid,05lF0DUkLJqiW5o70SScyR,Sahara Tent,2004
438,Ash,5rkVyNGXEgeUqKkB5ccK83,Mojave Tent,2004
439,Mogwai,34UhPkLbtFKRq3nmfFgejG,Mojave Tent,2004
440,Mogwai,34UhPkLbtFKRq3nmfFgejG,Outdoor Theatre,2006
441,Mogwai,34UhPkLbtFKRq3nmfFgejG,Mojave Tent,2014
442,The Sleepy Jackson,4p8paFuSiFNTvYFXNr5kIr,Mojave Tent,2004
443,Dizzee Rascal,0gusqTJKxtU1UTmNRMHZcv,Mojave Tent,2004
444,The Cooper Temple Clause,0DEgoO9OsoL2jW9Orh3TNT,Mojave Tent,2004
445,The Thrills,1RYDKWzJnJtbTPYNsDswD5,Mojave Tent,2004
446,Elefant,5oYHL2SijkMY52gKIhYJNb,Mojave Tent,2004
447,Home Town Hero,1UTPkV64wpEoyvsMBAbokg,Mojave Tent,2004
448,Whitestarr,72qGThgeHfPddTjyfirCV9,Mojave Tent,2004
449,Sidestepper,6HnF6i8GjIQbRbUmGXvr1B,Gobi Tent,2004
450,Danger Mouse,2dBj3prW7gP9bCCOIQeDUf,Gobi Tent,2004
451,Prefuse 73,0ZsnKPvBsvvycnET2GZMrG,Gobi Tent,2004
452,T. Raumschmiere,58ZRFHI9f72MNGA77F6OCA,Gobi Tent,2004
453,Sage Francis,2E78kTKamtXgdRkK1jrc0f,Gobi Tent,2004
454,Sage Francis,2E78kTKamtXgdRkK1jrc0f,Outdoor Theatre,2005
455,The Killers,0C0XlULifJtAgn6ZNCW2eu,Gobi Tent,2004
456,The Killers,0C0XlULifJtAgn6ZNCW2eu,Coachella Stage,2009
457,Supernatural,4r6PWnMYfzZiZhBdzvF9dK,Gobi Tent,2004
458,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Coachella Stage,2005
459,Bauhaus,5N5tQ9Dx1h8Od7aRmGj7Fi,Coachella Stage,2005
460,Wilco,2QoU3awHVdcHS8LrZEKvSM,Coachella Stage,2005
461,Keane,53A0W3U0s8diEn9RhXQhVz,Coachella Stage,2005
462,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,Coachella Stage,2005
463,The Raveonettes,3LTXHU3DhiYzGIgF2PP8Q8,Coachella Stage,2005
464,The Raveonettes,3LTXHU3DhiYzGIgF2PP8Q8,Gobi Tent,2010
465,Buck 65,6jbuMVAvWgoPxEb1wMglyz,Coachella Stage,2005
466,Spoon,0K1q0nXQ8is36PzOKAMbNe,Outdoor Theatre,2005
467,Spoon,0K1q0nXQ8is36PzOKAMbNe,Coachella Stage,2010
468,Mercury Rev,77oD8X9qLXZhpbCjv53l5n,Outdoor Theatre,2005
469,Rilo Kiley,2cevwbv7ISD92VMNLYLHZA,Outdoor Theatre,2005
470,Rilo Kiley,2cevwbv7ISD92VMNLYLHZA,Outdoor Theatre,2008
471,Razorlight,450iujbtN6XgiA9pv6fVZz,Outdoor Theatre,2005
472,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,Outdoor Theatre,2005
473,Nic Armstrong & the Thieves,7fuPnTafbUSRKLLArSfqcR,Outdoor Theatre,2005
474,Josh Wink,6DQLkRykAsF6paJnlIMX4H,Sahara Tent,2005
475,U.N.K.L.E.,6XYvaoDGE0VmRt83Jss9Sn,Sahara Tent,2005
476,Tiga,5l9wiTZVfqQTfMDOt0HtwC,Sahara Tent,2005
477,Tiga,5l9wiTZVfqQTfMDOt0HtwC,Yuma Tent,2014
478,DJ Marky,1rd51IrbtX9DqoU0Zxu4TV,Sahara Tent,2005
479,DJ Marky,1rd51IrbtX9DqoU0Zxu4TV,Oasis Dome,2011
480,Evil Nine,4I61op5v2v1kabf5V44j0n,Sahara Tent,2005
481,Evil Nine,4I61op5v2v1kabf5V44j0n,Sahara Tent,2007
482,Fantômas,43ltIj8NRBsmOEjDr5Sk10,Mojave Tent,2005
483,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,Mojave Tent,2005
484,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,Outdoor Theatre,2006
485,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,Mojave Tent,2005
486,The Kills,5BYuBzqmTXwUDw2rYkwExr,Mojave Tent,2005
487,The Kills,5BYuBzqmTXwUDw2rYkwExr,Mojave Tent,2009
488,The Kills,5BYuBzqmTXwUDw2rYkwExr,Outdoor Theatre,2011
489,The Kills,5BYuBzqmTXwUDw2rYkwExr,Outdoor Theatre,2016
490,Ambulance LTD,2NGHctlXICLazbh2JgBqlw,Mojave Tent,2005
491,Radio 4,2oWyxHNcxMcrvNIHMX2apR,Mojave Tent,2005
492,Gratitude,10mlifnfN8gsmH5ds06X0k,Mojave Tent,2005
493,Zap Mama,5UUHefXYUqgqmROQvDmJLL,Gobi Tent,2005
494,Amp Fiddler,39g75EmRFeFbvHhsGjUpLU,Gobi Tent,2005
495,Four Tet,7Eu1txygG6nJttLHbZdQOh,Gobi Tent,2005
496,Four Tet,7Eu1txygG6nJttLHbZdQOh,Yuma Tent,2013
497,Four Tet,7Eu1txygG6nJttLHbZdQOh,Yuma Tent,2017
498,Four Tet,7Eu1txygG6nJttLHbZdQOh,Mojave Tent,2019
499,Swayzak,4Zd2v5EFS3D9h4CgnEk4qq,Gobi Tent,2005
500,Jean Grae,2ipBhKpOYqs6BbysLNGye6,Gobi Tent,2005
501,Immortal Technique,7h8ja4JSORo2sXJPmCXRxa,Gobi Tent,2005
502,M83,63MQldklfxkjYDoUE4Tppz,Gobi Tent,2005
503,M83,63MQldklfxkjYDoUE4Tppz,Mojave Tent,2012
504,M83,63MQldklfxkjYDoUE4Tppz,Coachella Stage,2016
505,k-os,31VFEohvhOUKrtAONEBhMG,Gobi Tent,2005
506,Katie Melua,5uCXJWo3WoXgqv3T1RlAbh,Gobi Tent,2005
507,Boom Bip,6AtkRnMQyGsdt9aldrc0dx,Gobi Tent,2005
508,Black Star,67ei8ib6PLT1w3OkhIb4fB,Coachella Stage,2005
509,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,Coachella Stage,2005
510,New Order,0yNLKJebCb8Aueb54LYya3,Coachella Stage,2005
511,New Order,0yNLKJebCb8Aueb54LYya3,Mojave Tent,2013
512,New Order,0yNLKJebCb8Aueb54LYya3,Mojave Tent,2017
513,Gang of Four,3AmWjMXXtBJOmNGpUFSOAl,Coachella Stage,2005
514,The Futureheads,3TBfn8PtXr42OrTPaoC3E8,Coachella Stage,2005
515,Thrice,3NChzMpu9exTlNPiqUQ2DE,Coachella Stage,2005
516,The Perceptionists,3g2N6Ig1eYbWTx22WjAVoh,Coachella Stage,2005
517,Gram Rabbit,6Dl4yVNU6aMxOjYU7oTaM4,Coachella Stage,2005
518,The Faint,4A1yfFuBmBOgzv4Oe3fFHk,Outdoor Theatre,2005
519,The Faint,4A1yfFuBmBOgzv4Oe3fFHk,Mojave Tent,2013
520,British Sea Power,1OB9x8CMMyJ6oBay5vUvmK,Outdoor Theatre,2005
521,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,Outdoor Theatre,2005
522,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,Mojave Tent,2008
523,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,Outdoor Theatre,2013
524,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Outdoor Theatre,2005
525,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Coachella Stage,2007
526,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Coachella Stage,2011
527,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Coachella Stage,2014
528,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Mojave Tent,2022
529,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,Outdoor Theatre,2005
530,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,Coachella Stage,2008
531,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,Outdoor Theatre,2013
532,The Fiery Furnaces,03G0pJHLHj7FRuCV5OYzpv,Outdoor Theatre,2005
533,Jem,1Ymky4GOgYA1NI96FCY8yE,Outdoor Theatre,2005
534,Donavon Frankenreiter,2IAZ2xX1Ovh5jxhBWE7wda,Outdoor Theatre,2005
535,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Outdoor Theatre,2005
536,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Coachella Stage,2008
537,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,Sahara Tent,2005
538,Junkie XL,5svDnd8joFhbpbA3Ar0CfN,Sahara Tent,2005
539,Junkie XL,5svDnd8joFhbpbA3Ar0CfN,Sahara Tent,2008
540,Miss Kittin,3QhNv79NoIvarU6N57GBzL,Sahara Tent,2005
541,Ben Watt,4RIOH6XCUt1Xr8NLUj2u66,Sahara Tent,2005
542,Matthew Dear,2GLf7iaOOujAem5R87xwto,Sahara Tent,2005
543,Matthew Dear,2GLf7iaOOujAem5R87xwto,Yuma Tent,2016
544,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Sahara Tent,2005
545,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Sahara Tent,2008
546,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Sahara Tent,2019
547,DJ Jun,4Dy9y8CWKOCxqfrnZxJ8M4,Sahara Tent,2005
548,The Locust,6uZOWljC7E3k7ZjVNKwZyW,Mojave Tent,2005
549,The Blood Brothers,2nNyMDW51EHYbBXu3lFbLR,Mojave Tent,2005
550,Pinback,4ZWvN9FEfdTea1SEHjpTNi,Mojave Tent,2005
551,The Dresden Dolls,5JqX1glXPg6428ubI1w72i,Mojave Tent,2005
552,Roots Manuva,4sSSkVtrCTzENCgm2vokiY,Mojave Tent,2005
553,The Bravery,2bcrMsFlF632EQ6VZERWFu,Mojave Tent,2005
554,Kasabian,11wRdbnoYqRddKBrpHt4Ue,Mojave Tent,2005
555,Kasabian,11wRdbnoYqRddKBrpHt4Ue,Mojave Tent,2012
556,Kasabian,11wRdbnoYqRddKBrpHt4Ue,Mojave Tent,2015
557,Autolux,7HizNYe1mSfmvbXlx3la3m,Mojave Tent,2005
558,Autolux,7HizNYe1mSfmvbXlx3la3m,Outdoor Theatre,2008
559,Autolux,7HizNYe1mSfmvbXlx3la3m,Gobi Tent,2016
560,Sloan,4xnihxcoXWK3UqryOSnbw5,Mojave Tent,2005
561,Sloan,4xnihxcoXWK3UqryOSnbw5,Mojave Tent,2015
562,Midlake,4YsP5zmteLQ7etNjHAOu30,Mojave Tent,2005
563,Wolf Eyes,6UahQwC9EZGsFSuGjHJNe1,Gobi Tent,2005
564,Matmos,0xBkYJzwFzcIYev4fOkvk0,Gobi Tent,2005
565,DJ Krush,00G1NTDAoU7rBpjG4KoYAM,Gobi Tent,2005
566,Beans,48apiuEaHdddhdRvfFjPB7,Gobi Tent,2005
567,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,Gobi Tent,2005
568,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,Sahara Tent,2008
569,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,Coachella Stage,2009
570,Sixtoo,2fNqMePnFEB3JNdKMDg5Pg,Gobi Tent,2005
571,Subtle,2K3UT0lp73lwyldrb3eec9,Gobi Tent,2005
572,Zion I,3LLs28LJVlXAjWc8UDkcQZ,Gobi Tent,2005
573,Depeche Mode,762310PdDnwsDxAQxzQkfX,Coachella Stage,2006
574,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Coachella Stage,2006
575,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Coachella Stage,2009
576,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Mojave Tent,2013
577,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Coachella Stage,2006
578,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Coachella Stage,2011
579,Common,2GHclqNVjqGuiE5mA7BEoc,Coachella Stage,2006
580,The Duke Spirit,5lModM3s3qlPQKYjtwWuXD,Coachella Stage,2006
581,The Walkmen,6kFay2DQ5aZfeu5OsrF3Pw,Coachella Stage,2006
582,The New Amsterdams,39YuXrW19oh8JfEeNr9vHf,Coachella Stage,2006
583,She Wants Revenge,2zRt0sfxNnqI8gLR7d8gWt,Outdoor Theatre,2006
584,She Wants Revenge,2zRt0sfxNnqI8gLR7d8gWt,Gobi Tent,2011
585,Eagles of Death Metal,02uYdhMhCgdB49hZlYRm9o,Outdoor Theatre,2006
586,"Damian ""Jr. Gong"" Marley",3w2WYNyPCPkZFoC1EqfCMe,Outdoor Theatre,2006
587,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,Outdoor Theatre,2006
588,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,Coachella Stage,2008
589,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Outdoor Theatre,2006
590,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Mojave Tent,2008
591,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Coachella Stage,2011
592,The Zutons,2qV7axHq9Jk7QqFcB3f05A,Outdoor Theatre,2006
593,Matt Costa,0EghvcisxKybq4CVO7rB5t,Outdoor Theatre,2006
594,The Like,21XyOZOtOKXLbPPXPIxPvX,Outdoor Theatre,2006
595,Head Automatica,2cyaobEho8uxhqLxwG7j6i,Outdoor Theatre,2006
596,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Sahara Tent,2006
597,Audio Bullys,5kwHgbzNHq1iHkUSrAmjjQ,Sahara Tent,2006
598,Carl Cox,19SmlbABtI4bXz864MLqOS,Sahara Tent,2006
599,Derrick Carter,3XwBizyFmbCCUFcdcsvMmm,Sahara Tent,2006
600,Colette,6cPaKxbdmfSTmt1wKh4GcX,Sahara Tent,2006
601,Joey Beltram,4OW0w5K2UNaWtbpRqzWqI0,Sahara Tent,2006
602,Infusion,5WmZv7J9YS32QrEoAOE3yq,Sahara Tent,2006
603,The Rakes,7mDQwcnDUGuSoggxbUtVc1,Mojave Tent,2006
604,Living Things,0DENRoU3voKkcF01nyoaqX,Mojave Tent,2006
605,Cat Power,6G7OerKc3eBO9sVkRNopFC,Mojave Tent,2006
606,TV on the Radio,3HJIB8sYPyxrFGuwvKXSLR,Mojave Tent,2006
607,TV on the Radio,3HJIB8sYPyxrFGuwvKXSLR,Coachella Stage,2009
608,Clap Your Hands Say Yeah,1jSaZgaKHmgc7VTgML528r,Mojave Tent,2006
609,Wolfmother,3yEnArbNHyTCwMRvD9SBy4,Mojave Tent,2006
610,Nine Black Alps,5fLbJGzlYux3GBwTifMMvR,Mojave Tent,2006
611,White Rose Movement,1bMXFpEQOR0zmAkMUgak8q,Mojave Tent,2006
612,Rob Dickinson,4WnEZruHbOQKzOqUufzZlO,Mojave Tent,2006
613,Tosca,0TYvluyvV1Es8lTHiBfnAn,Gobi Tent,2006
614,The Juan MacLean,7gG6LkU3pCSQmCIPR4aSBt,Gobi Tent,2006
615,Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,Gobi Tent,2006
616,Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,Gobi Tent,2009
617,Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,Outdoor Theatre,2017
618,Imogen Heap,6Xb4ezwoAQC4516kI89nWz,Gobi Tent,2006
619,Imogen Heap,6Xb4ezwoAQC4516kI89nWz,Mojave Tent,2010
620,Deerhoof,7AZwAitWq1KcFoIJhRWb6V,Gobi Tent,2006
621,Lyrics Born,3X3DHASP1G1waqVoEDWMHr,Gobi Tent,2006
622,Lady Sovereign,36ikBJX6oQWWlgrXCock30,Gobi Tent,2006
623,Platinum Pied Pipers,3Fo8jy2ayRJdwl8SMgbKrG,Gobi Tent,2006
624,Celebration,6jG7VTyXJjdrVP4jNjDX9W,Gobi Tent,2006
625,Brother Ali,6CsleyOZtyt16saX8WhzDx,Gobi Tent,2006
626,Brother Ali,6CsleyOZtyt16saX8WhzDx,Coachella Stage,2007
627,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,Coachella Stage,2006
628,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Coachella Stage,2006
629,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Coachella Stage,2009
630,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Coachella Stage,2013
631,Sleater-Kinney,4wLIbcoqmqI4WZHDiBxeCB,Coachella Stage,2006
632,Matisyahu,5eyMzR1hYiEZtN2c9ly2kw,Coachella Stage,2006
633,The Magic Numbers,0P2q6xyNc2hVFkG3ThjYcJ,Coachella Stage,2006
634,Los Amigos Invisibles,5x3mrCTZmkoTXURN7pWdGN,Coachella Stage,2006
635,Youth Group,51K48NCxjB11t9eqUWWoIq,Coachella Stage,2006
636,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,Outdoor Theatre,2006
637,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,Mojave Tent,2011
638,The Go! Team,6veTV9sF06FBf2KN0xAdvo,Outdoor Theatre,2006
639,Digable Planets,0gqIrDRL7CEPBWMmkuZPdQ,Outdoor Theatre,2006
640,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,Outdoor Theatre,2006
641,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,Coachella Stage,2008
642,Ted Leo and the Pharmacists,5hbH3dvtk49g07qpc1QwPe,Outdoor Theatre,2006
643,Mates of State,4IELX7NrLBXuw8f51cUZuM,Outdoor Theatre,2006
644,Giant Drag,76KTyb3jlFkOgQAwvAImf6,Outdoor Theatre,2006
645,The Octopus Project,7EFRvnUHNLWOYVPg8AuI7o,Outdoor Theatre,2006
646,Michael Mayer,5R9d1YP5jtBw2IrQItGzQI,Sahara Tent,2006
647,Michael Mayer,5R9d1YP5jtBw2IrQItGzQI,Yuma Tent,2018
