,name,id,stage,year
648,Mylo,7MFJyevu6jq0shwDuVLymu,Sahara Tent,2006
649,Madonna,6tbjWDEIzxoDsBA1FuhfPW,Sahara Tent,2006
650,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Sahara Tent,2006
651,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Sahara Tent,2010
652,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Sahara Tent,2012
653,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Coachella Stage,2015
654,Louie Vega,5dncbrnveDMX9DgxcedeUg,Sahara Tent,2006
655,Gabriel & Dresden,64KfnYe81Wld2AkG4bkGIV,Sahara Tent,2006
656,Kristina Sky,1gOZzUV1Yq3fAj2kj3RoB6,Sahara Tent,2006
657,Art Brut,1gxXzfykdtDuod56hPkYyr,Mojave Tent,2006
658,Dungen,5d7hcYqz8bVY6Kt3bhjd3d,Mojave Tent,2006
659,Coheed and Cambria,3utxjLheHaVEd9bPjQRsy8,Mojave Tent,2006
660,Coheed and Cambria,3utxjLheHaVEd9bPjQRsy8,Coachella Stage,2010
661,Editors,6e9wIFWhBPHLE9bXK8gtBI,Mojave Tent,2006
662,Wolf Parade,0XSqX2PB3C5dTMv7SZaxSm,Mojave Tent,2006
663,Metric,1rCIEwPp5OnXW0ornlSsRl,Mojave Tent,2006
664,Metric,1rCIEwPp5OnXW0ornlSsRl,Outdoor Theatre,2008
665,Metric,1rCIEwPp5OnXW0ornlSsRl,Coachella Stage,2013
666,James Blunt,7KMqksf0UMdyA0UCf4R3ux,Mojave Tent,2006
667,The Dears,2qljmykdCfgGy9zUw7UqkX,Mojave Tent,2006
668,Be Your Own Pet,60oPm94IK14iPqnGwkbw8x,Mojave Tent,2006
669,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,Mojave Tent,2006
670,Jazzanova,0nTErwSOllrcUWt3knOG2T,Gobi Tent,2006
671,Gilles Peterson,4SoWhz7qApVfHCY5sy6Uq9,Gobi Tent,2006
672,Coldcut,5wnhqlZzXIq8aO9awQO2ND,Gobi Tent,2006
673,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,Gobi Tent,2006
674,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,Gobi Tent,2006
675,Jamie Lidell,6ASGmWCYupa0CXGtsDdYSI,Gobi Tent,2006
676,Phoenix,1xU878Z1QtBldR7ru9owdU,Gobi Tent,2006
677,Phoenix,1xU878Z1QtBldR7ru9owdU,Outdoor Theatre,2010
678,Phoenix,1xU878Z1QtBldR7ru9owdU,Coachella Stage,2013
679,Amadou & Mariam,3KH7WsR2JZQ94Ik8SyabU6,Gobi Tent,2006
680,Infadels,1Mov2BSxA5bgnxr6lkEoIl,Gobi Tent,2006
681,The Jesus and Mary Chain,4rjlerN21ygkIhmUv55irs,Coachella Stage,2007
682,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,Coachella Stage,2007
683,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,Coachella Stage,2012
684,Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,Coachella Stage,2007
685,Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,Outdoor Theatre,2009
686,Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,Mojave Tent,2016
687,Satellite Party,7pPd37kd71YlBRdcw0vbWR,Coachella Stage,2007
688,Flosstradamus,2FmzVitXZjIkFolH8HXd4j,Coachella Stage,2007
689,Flosstradamus,2FmzVitXZjIkFolH8HXd4j,Mojave Tent,2014
690,Flosstradamus,2FmzVitXZjIkFolH8HXd4j,Outdoor Theatre,2015
691,Jarvis Cocker,13W7XLRXdWeLmIu9vacE1w,Outdoor Theatre,2007
692,Peaches,7GGv4mV9JTJK9e7nIzUliU,Outdoor Theatre,2007
693,Of Montreal,5xeBMeW0YzWIXSVzAxhM8O,Outdoor Theatre,2007
694,Nickel Creek,3bcLBxvaI7GsBzGp3WHnwQ,Outdoor Theatre,2007
695,Faithless,5T4UKHhr4HGIC0VzdZQtAE,Sahara Tent,2007
696,Benny Benassi,4Ws2otunReOa6BbwxxpCt6,Sahara Tent,2007
697,Benny Benassi,4Ws2otunReOa6BbwxxpCt6,Sahara Tent,2010
698,Benny Benassi,4Ws2otunReOa6BbwxxpCt6,Sahara Tent,2013
699,Felix Da Housecat,4rC8J4M4aOqsQSCP4yoyJI,Sahara Tent,2007
700,Digitalism,2fBURuq7FrlH6z5F92mpOl,Sahara Tent,2007
701,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Sahara Tent,2007
702,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Sahara Tent,2010
703,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Sahara Tent,2012
704,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Sahara Tent,2015
705,Charles Feelgood,5xka456AIsHXnHA3yvirMp,Sahara Tent,2007
706,Terry Mullan,6XqjMDLkbAq3cicmeWfYiC,Sahara Tent,2007
707,Gogol Bordello,2SVw939fwuqSobLjF8u78b,Mojave Tent,2007
708,Gogol Bordello,2SVw939fwuqSobLjF8u78b,Coachella Stage,2008
709,Gogol Bordello,2SVw939fwuqSobLjF8u78b,Coachella Stage,2011
710,El-P,43ZHCT0cAZBISjO8DG9PnE,Mojave Tent,2007
711,El-P,43ZHCT0cAZBISjO8DG9PnE,Gobi Tent,2013
712,Peeping Tom,3R0asV2e7pWetezwXtpDLG,Mojave Tent,2007
713,Rufus Wainwright,2PfBzriIMRsCXPDtSy9vg8,Mojave Tent,2007
714,Circa Survive,11FY888Qctoy6YueCpFkXT,Mojave Tent,2007
715,Circa Survive,11FY888Qctoy6YueCpFkXT,Coachella Stage,2015
716,Tilly and the Wall,2dsXb3lvdajcCHgWZS4vxr,Mojave Tent,2007
717,Tokyo Police Club,3wyfo3svXNWnszGAEVey11,Mojave Tent,2007
718,Tokyo Police Club,3wyfo3svXNWnszGAEVey11,Coachella Stage,2010
719,Noisettes,6oX4tx055oEFYM3ahDTyOD,Mojave Tent,2007
720,Brazilian Girls,6HdYUuBeK3g2MA2wGVCDcn,Gobi Tent,2007
721,Busdriver,43SXnO2N4X024u3l9MfvXD,Gobi Tent,2007
722,Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,Gobi Tent,2007
723,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,Gobi Tent,2007
724,Gillian Welch,2H5elA2mJKrHmqkN9GSfkz,Gobi Tent,2007
725,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,Coachella Stage,2007
726,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,Coachella Stage,2011
727,Travis,0Y5tJX1MQlPlqiwlOH1tJY,Coachella Stage,2007
728,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Coachella Stage,2007
729,Fountains of Wayne,1pgtr4nhBQjp9oCUBPyYWh,Coachella Stage,2007
730,Pharoahe Monch,5DKuVtlpDH0agZQUFDy8O7,Coachella Stage,2007
731,"The Good, the Bad & the Queen",6iy8nrBbtL57i4eUttHTww,Outdoor Theatre,2007
732,Gotan Project,44ejFPE33H5aOInxNV2BFP,Outdoor Theatre,2007
733,Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,Outdoor Theatre,2007
734,The Decemberists,7ITd48RbLVpUfheE7B86o2,Outdoor Theatre,2007
735,The New Pornographers,4mO4aGO6u29UyR6XLZR9XW,Outdoor Theatre,2007
736,The New Pornographers,4mO4aGO6u29UyR6XLZR9XW,Outdoor Theatre,2011
737,Jack's Mannequin,4cksFSouhSlbjTXD3u9jNY,Outdoor Theatre,2007
738,Jack's Mannequin,4cksFSouhSlbjTXD3u9jNY,Coachella Stage,2011
739,The Frames,6lyku6lhbB3tLc3Dghs5CM,Outdoor Theatre,2007
740,Justice,1gR0gsQYfi6joyO1dlp76N,Sahara Tent,2007
741,Justice,1gR0gsQYfi6joyO1dlp76N,Sahara Tent,2008
742,Justice,1gR0gsQYfi6joyO1dlp76N,Coachella Stage,2012
743,Justice,1gR0gsQYfi6joyO1dlp76N,Outdoor Theatre,2017
744,MSTRKRFT,2squZ8HjM4AzR0j6jsPn4a,Sahara Tent,2007
745,MSTRKRFT,2squZ8HjM4AzR0j6jsPn4a,Sahara Tent,2009
746,DJ Heather,6K3wEom1qiZrmZ6pTNdLcl,Sahara Tent,2007
747,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,Sahara Tent,2007
748,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,Sahara Tent,2009
749,Sparklehorse,64tVHZVSAZhDEiOJxnb6hE,Mojave Tent,2007
750,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,Mojave Tent,2007
751,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,Coachella Stage,2009
752,Hot Chip,37uLId6Z5ZXCx19vuruvv5,Mojave Tent,2007
753,Hot Chip,37uLId6Z5ZXCx19vuruvv5,Sahara Tent,2008
754,Hot Chip,37uLId6Z5ZXCx19vuruvv5,Outdoor Theatre,2010
755,Hot Chip,37uLId6Z5ZXCx19vuruvv5,Coachella Stage,2013
756,Hot Chip,37uLId6Z5ZXCx19vuruvv5,Gobi Tent,2022
757,The Fratellis,3M4ThdJR28z9eSMcQHAZ5G,Mojave Tent,2007
758,The Cribs,51Eq6WMVEOjjx9KQMAnneG,Mojave Tent,2007
759,The Cribs,51Eq6WMVEOjjx9KQMAnneG,Outdoor Theatre,2010
760,The Cribs,51Eq6WMVEOjjx9KQMAnneG,Gobi Tent,2015
761,Fields,77CaCn32H4mOMQA7UElzfF,Mojave Tent,2007
762,Mike Relm,6KYHidA9fJxDvl6EQiWzOQ,Gobi Tent,2007
763,Girl Talk,6awzBEyEEwWHOjLox1DkLr,Gobi Tent,2007
764,Girl Talk,6awzBEyEEwWHOjLox1DkLr,Sahara Tent,2009
765,Girl Talk,6awzBEyEEwWHOjLox1DkLr,Outdoor Theatre,2012
766,Girl Talk,6awzBEyEEwWHOjLox1DkLr,Coachella Stage,2014
767,CocoRosie,05fo024EFotg9songSENOZ,Gobi Tent,2007
768,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,Gobi Tent,2007
769,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,Outdoor Theatre,2012
770,The Nightwatchman,34QsDw2FoLKi9BPllU1na9,Gobi Tent,2007
771,Roky Erickson,7hCsRnXtcbez8msLPfjbkz,Gobi Tent,2007
772,Chuck Dukowski Sextet,6qFJqkmYtXjuXOHxFWxA4S,Gobi Tent,2007
773,Yeva,5Xw73VnRvvy22Xbi92O8q2,Gobi Tent,2007
774,Pop Levi,6mClPpPB4VyO8G263Ijw1A,Gobi Tent,2007
775,Crowded House,7ohlPA8dRBtCf92zaZCaaB,Coachella Stage,2007
776,Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,Coachella Stage,2007
777,Explosions in the Sky,1uQWmt1OhuHGRKmZ2ZcL6p,Coachella Stage,2007
778,Explosions in the Sky,1uQWmt1OhuHGRKmZ2ZcL6p,Outdoor Theatre,2012
779,The Feeling,4AksvCnkZaQoTu1nJr62Db,Coachella Stage,2007
780,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,Coachella Stage,2007
781,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,Coachella Stage,2009
782,Mika,5MmVJVhhYKQ86izuGHzJYA,Coachella Stage,2007
783,The Lemonheads,6w7fc6IZlo5zwBaKT5jU1X,Outdoor Theatre,2007
784,Damien Rice,14r9dR01KeBLFfylVSKCZQ,Outdoor Theatre,2007
785,Placebo,6RZUqkomCmb8zCRqc9eznB,Outdoor Theatre,2007
786,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,Outdoor Theatre,2007
787,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,Coachella Stage,2012
788,Against Me!,29lz7gs8edwnnfuXW4FhMl,Outdoor Theatre,2007
789,The Coup,6ahs4UAnYtpgTHHdiojFHt,Outdoor Theatre,2007
790,Mando Diao,5I4eibDkC7gg0hmczTZuND,Outdoor Theatre,2007
791,Anathallo,5h2ZcX7ugfgNzFwupNxwxn,Outdoor Theatre,2007
792,Infected Mushroom,6S2tas4z6DyIklBajDqJxI,Sahara Tent,2007
793,Infected Mushroom,6S2tas4z6DyIklBajDqJxI,Sahara Tent,2010
794,Infected Mushroom,6S2tas4z6DyIklBajDqJxI,Mojave Tent,2013
795,Happy Mondays,339DNkQkuhHKEcHw6oK8f0,Sahara Tent,2007
796,Trent Cantrelle,71NpD8XdkGInVrxmENEQ60,Sahara Tent,2007
797,Trent Cantrelle,71NpD8XdkGInVrxmENEQ60,Yuma Tent,2015
798,VNV Nation,4KlYg0F5KG9QNDFKaeTNAy,Mojave Tent,2007
799,Ratatat,57dN52uHvrHOxijzpIgu3E,Mojave Tent,2007
800,Ratatat,57dN52uHvrHOxijzpIgu3E,Mojave Tent,2011
801,Ratatat,57dN52uHvrHOxijzpIgu3E,Sahara Tent,2015
802,Lily Allen,13saZpZnCDWOI9D4IJhp1f,Mojave Tent,2007
803,Klaxons,2qlAMLpUyBjZgnzuFXXZXI,Mojave Tent,2007
804,CSS,2K13AVg3bFpHSxDM1vJ0qA,Mojave Tent,2007
805,CSS,2K13AVg3bFpHSxDM1vJ0qA,Mojave Tent,2011
806,Junior Boys,39x9e2QDpAxK8xTuJDwRqR,Mojave Tent,2007
807,Junior Boys,39x9e2QDpAxK8xTuJDwRqR,Gobi Tent,2009
808,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,Mojave Tent,2007
809,Tapes 'n Tapes,2oQpz9DEfhuSbuT8hjhTDK,Mojave Tent,2007
810,Fair to Midland,1GfzxrTlFX1DmRSVqMUvaD,Mojave Tent,2007
811,Spank Rock,1LcLsIWOl1Z8vo1wl6bxg2,Gobi Tent,2007
812,Spank Rock,1LcLsIWOl1Z8vo1wl6bxg2,Gobi Tent,2008
813,Teddybears,3gqv1kgivAc92KnUm4elKv,Gobi Tent,2007
814,Amos Lee,0QrowybipCKUDnq5y10PD2,Gobi Tent,2007
815,José González,6xrCU6zdcSTsG2hLrojpmI,Gobi Tent,2007
816,Konono Nº1,7AHC9sOt3jEUZHbMjVylOy,Gobi Tent,2007
817,Rodrigo y Gabriela,7vX3cMVyW8gtDA4y855ynF,Gobi Tent,2007
818,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,Gobi Tent,2007
819,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,Mojave Tent,2010
820,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,Mojave Tent,2013
821,The Avett Brothers,196lKsA13K3keVXMDFK66q,Gobi Tent,2007
822,The Avett Brothers,196lKsA13K3keVXMDFK66q,Outdoor Theatre,2010
823,Kid Beyond,03HuJtVtukxfeisek3RcwE,Gobi Tent,2007
824,The Verve,2cGwlqi3k18jFpUyTrsR84,Coachella Stage,2008
825,The Raconteurs,4wo1267SJuUfHgasdlfNfc,Coachella Stage,2008
826,The Breeders,1xgFexIwrf2QjbU0buCNnp,Coachella Stage,2008
827,The Breeders,1xgFexIwrf2QjbU0buCNnp,Sonora Tent,2023
828,Slightly Stoopid,6MxlVTY6PmY8Nyn16fvxtb,Coachella Stage,2008
829,John Butler Trio,6fBF4MULW5yMzyGaon1kUt,Coachella Stage,2008
830,Rogue Wave,2JSc53B5cQ31m0xTB7JFpG,Coachella Stage,2008
831,Serj Tankian,0BEI7i5sgUuivcfwXLzFmM,Outdoor Theatre,2008
832,The Swell Season,2buJppisWV2GWWBWgkK074,Outdoor Theatre,2008
833,The Swell Season,2buJppisWV2GWWBWgkK074,Mojave Tent,2011
834,The National,2cCUtGK9sDU2EoElnk0GNB,Outdoor Theatre,2008
835,The National,2cCUtGK9sDU2EoElnk0GNB,Outdoor Theatre,2011
836,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,Outdoor Theatre,2008
837,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,Outdoor Theatre,2010
838,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,Coachella Stage,2013
839,Architecture in Helsinki,60eT7q88iLWKnuSXed1AGr,Outdoor Theatre,2008
840,Les Savy Fav,5DZBnxCYzs32O2bbqK8KNg,Outdoor Theatre,2008
841,Luckyiam,5lc4MlWDy2wAs7pVrsweR3,Outdoor Theatre,2008
842,Pendulum,7MqnCTCAX6SsIYYdJCQj9B,Sahara Tent,2008
843,Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,Sahara Tent,2008
844,Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,Mojave Tent,2019
845,Busy P,2uGI8r7HVc9ldVspXnKLbW,Sahara Tent,2008
846,Busy P,2uGI8r7HVc9ldVspXnKLbW,Sahara Tent,2009
847,Busy P,2uGI8r7HVc9ldVspXnKLbW,Yuma Tent,2018
848,SebastiAn,5aIqB5nVVvmFsvSdExz408,Sahara Tent,2008
849,SebastiAn,5aIqB5nVVvmFsvSdExz408,Sahara Tent,2012
850,Midnight Juggernauts,2tGIh9kwbXuko0z3BTldBx,Sahara Tent,2008
851,DJ Mehdi,5ffMSKGQRhetAjBjEgkRun,Sahara Tent,2008
852,Black Lips,35C0NSLogAwImm8HAMqEmG,Mojave Tent,2008
853,Black Lips,35C0NSLogAwImm8HAMqEmG,Mojave Tent,2012
854,Sharon Jones & The Dap-Kings,6LufpoVlIYKQCu9Gjpk8B7,Mojave Tent,2008
855,Goldfrapp,5BKsn7SCN2XmbF7apdCpRS,Mojave Tent,2008
856,múm,3gd8FJtBJtkRxdfbTu19U2,Mojave Tent,2008
857,Jens Lekman,7tzI4rSFTHafjF18ZrNZWx,Mojave Tent,2008
858,Black Kids,1oJolWh3meHLWUcyIijst7,Mojave Tent,2008
859,Redd Kross,1USc9u5yL4tUaQKhGWNuvj,Mojave Tent,2008
860,American Bang,2cVonbUr1VfXFHGufgqiNh,Mojave Tent,2008
861,Professor Murder,2MwbiW5alh5hvh64SOOWMh,Gobi Tent,2008
862,Datarock,4foARo5aSfuIuDLupoxK4k,Gobi Tent,2008
863,dan le sac vs Scroobius Pip,43wKY96Kd6ucV8s3KTekTn,Gobi Tent,2008
864,Cut Copy,4EENT7N7rCBwrddM3s0vFS,Gobi Tent,2008
865,Cut Copy,4EENT7N7rCBwrddM3s0vFS,Mojave Tent,2011
866,Dan Deacon,5Z3IWpvwOvoaWodujHw7xh,Gobi Tent,2008
867,Battles,0Rq2hV3S3O4JMWbL2B510w,Gobi Tent,2008
868,Porter,3dz0NnIZhtKKeXZxLOxCam,Gobi Tent,2008
869,Prince,3MHaV05u0io8fQbZ2XPtlC,Coachella Stage,2008
870,Portishead,6liAMWkVf5LH7YR9yfFy1Y,Coachella Stage,2008
871,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,Coachella Stage,2008
872,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,Outdoor Theatre,2011
873,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,Outdoor Theatre,2016
874,VHS or Beta,5ZjMJYukp8ZmGCpXpzqZkV,Coachella Stage,2008
875,Flogging Molly,5kQGFREO5FzMBMsAO3cEtj,Outdoor Theatre,2008
876,Flogging Molly,5kQGFREO5FzMBMsAO3cEtj,Outdoor Theatre,2011
877,Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,Outdoor Theatre,2008
878,Dwight Yoakam,2sxmKe3CUrWnx7eoXMhOlW,Outdoor Theatre,2008
879,Stephen Malkmus and the Jicks,7wyRA7deGRxozTyBc6QXPe,Outdoor Theatre,2008
880,DeVotchKa,0hk8VgR64voU5ueK96W2DI,Outdoor Theatre,2008
881,dredg,1DsdDxHs1zAwOgWDPgNS7l,Outdoor Theatre,2008
882,Little Brother,0s9MrSopEoAn8JqwBipgdO,Outdoor Theatre,2008
883,Jupiter's Ring,0757DooTOxu89WNbMQbqMH,Outdoor Theatre,2008
884,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,Sahara Tent,2008
885,Erol Alkan,3jQ8hpdQo3TCEnb5gmOtH5,Sahara Tent,2008
886,Erol Alkan,3jQ8hpdQo3TCEnb5gmOtH5,Sahara Tent,2010
887,Erol Alkan,3jQ8hpdQo3TCEnb5gmOtH5,Yuma Tent,2015
888,Boys Noize,62k5LKMhymqlDNo2DWOvvv,Sahara Tent,2008
889,Boys Noize,62k5LKMhymqlDNo2DWOvvv,Sahara Tent,2011
890,James Zabiela,15mGoF7xgIMiIasAgrrQPs,Sahara Tent,2008
891,Kavinsky,0UF7XLthtbSF2Eur7559oV,Sahara Tent,2008
892,Enter Shikari,31jvzuB4ikftPQZJwrYfCF,Mojave Tent,2008
893,Yelle,0WbqAlM1WvfUD6dF7omThd,Mojave Tent,2008
894,Yelle,0WbqAlM1WvfUD6dF7omThd,Gobi Tent,2011
895,Yelle,0WbqAlM1WvfUD6dF7omThd,Gobi Tent,2015
896,Islands,1WvvwcQx0tj6NdDhZZ2zZz,Mojave Tent,2008
897,Scars on Broadway,5vbtZfRJjn2QLhPhtYpiqi,Mojave Tent,2008
898,Kate Nash,5vBKu1igxFo6g1sHADkIdg,Mojave Tent,2008
899,Kate Nash,5vBKu1igxFo6g1sHADkIdg,Gobi Tent,2014
900,MGMT,0SwO7SWeDHJijQ3XNS7xEE,Mojave Tent,2008
901,MGMT,0SwO7SWeDHJijQ3XNS7xEE,Outdoor Theatre,2010
902,MGMT,0SwO7SWeDHJijQ3XNS7xEE,Coachella Stage,2014
903,Man Man,13y7CgLHjMVRMDqxdx0Xdo,Mojave Tent,2008
904,The Teenagers,1C5aVv7xV2lMH2epG5Dpi4,Mojave Tent,2008
905,The Bird and the Bee,65XA3lk0aG9XejO8y37jjD,Mojave Tent,2008
906,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Gobi Tent,2008
907,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Sahara Tent,2012
908,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Coachella Stage,2014
909,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Coachella Stage,2016
910,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Coachella Stage,2023
911,Akron/Family,64l9cD8tQscYZCGRLlNm3f,Gobi Tent,2008
912,Yo! Majesty,02QcKlcRiv2tXgI669XopZ,Gobi Tent,2008
913,The Cinematic Orchestra,32ogthv0BdaSMPml02X9YB,Gobi Tent,2008
914,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,Gobi Tent,2008
915,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,Gobi Tent,2012
916,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,Outdoor Theatre,2015
917,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,Outdoor Theatre,2018
918,Bonde do Rolê,5hpyMM40Urjie6x8vcmvsL,Gobi Tent,2008
919,120 Days,33IhQgRHcYIuAdlk1VN77v,Gobi Tent,2008
920,Carbon/Silicon,3TViMimdcHVrLNzmYb8WSf,Gobi Tent,2008
921,Yoav,2TUFDVa7aZJ4O9U0qjrSJH,Gobi Tent,2008
922,Roger Waters,40DqL6Tv84cKT2pH2NMs9r,Coachella Stage,2008
923,Sean Penn,0zTsxPU5MPycrYHr3NWmoR,Coachella Stage,2008
924,Sean Penn,0zTsxPU5MPycrYHr3NWmoR,Gobi Tent,2008
925,Stars,0kD8IT1CzF7js2XKM9lLLa,Coachella Stage,2008
926,Stars,0kD8IT1CzF7js2XKM9lLLa,Coachella Stage,2013
927,The Cool Kids,1AWNf5CLnHH4oM1hcHiVeV,Coachella Stage,2008
928,Austin TV,5x0koyeJkLR4odx4gCD5lR,Coachella Stage,2008
929,Love and Rockets,09mvgMBvJkxarNIDGdwPWg,Outdoor Theatre,2008
930,Manchester Orchestra,5wFXmYsg3KFJ8BDsQudJ4f,Outdoor Theatre,2008
931,Manchester Orchestra,5wFXmYsg3KFJ8BDsQudJ4f,Mojave Tent,2012
932,Electric Touch,3dcn4nIELNePb1X1Nqyusa,Outdoor Theatre,2008
933,Electric Touch,3dcn4nIELNePb1X1Nqyusa,Mojave Tent,2009
934,Electric Touch,3dcn4nIELNePb1X1Nqyusa,Gobi Tent,2011
935,Grand Ole Party,401G4d4MVbFotWhHCwjDYL,Outdoor Theatre,2008
936,Chromeo,2mV8aJphiSHYJf43DxL7Gt,Sahara Tent,2008
937,Chromeo,2mV8aJphiSHYJf43DxL7Gt,Outdoor Theatre,2011
938,Chromeo,2mV8aJphiSHYJf43DxL7Gt,Coachella Stage,2014
939,Chromeo,2mV8aJphiSHYJf43DxL7Gt,Coachella Stage,2018
940,Chromeo,2mV8aJphiSHYJf43DxL7Gt,Gobi Tent,2023
941,Simian Mobile Disco,31DXlldabwPHwu6dYevuzK,Sahara Tent,2008
942,Simian Mobile Disco,31DXlldabwPHwu6dYevuzK,Mojave Tent,2013
943,Modeselektor,2jYMYP2SVifgmzNRQJx3SJ,Sahara Tent,2008
944,Modeselektor,2jYMYP2SVifgmzNRQJx3SJ,Mojave Tent,2012
945,Danny Tenaglia,2tG935baRE4mH8B3saiwbm,Sahara Tent,2008
946,Danny Tenaglia,2tG935baRE4mH8B3saiwbm,Yuma Tent,2015
947,Booka Shade,2CKaDZ1Yo8YnWega9IeUzB,Sahara Tent,2008
948,Booka Shade,2CKaDZ1Yo8YnWega9IeUzB,Gobi Tent,2013
949,deadmau5,2CIMQHirSU0MQqyYHq0eOx,Sahara Tent,2008
950,deadmau5,2CIMQHirSU0MQqyYHq0eOx,Sahara Tent,2010
951,Dimitri from Paris,5Il27M5JXuQLgwDgVrQMgo,Sahara Tent,2008
952,Black Mountain,00sAr10UTV1JZtHqxsLVn4,Mojave Tent,2008
953,Murs,3whuHq0yGx60atvA2RCVRW,Mojave Tent,2008
954,Sia,5WUlDfRSoLAfcVSX1WnrxN,Mojave Tent,2008
955,Sia,5WUlDfRSoLAfcVSX1WnrxN,Gobi Tent,2010
956,Sia,5WUlDfRSoLAfcVSX1WnrxN,Coachella Stage,2016
957,Swervedriver,0Sd7X8SxWV0AyDLbvd4uEu,Mojave Tent,2008
958,Duffy,4KyX6IwYaHVTz4KSHtMJw0,Mojave Tent,2008
959,Annuals,7CuXQbt4O6Xt3qNOanzoou,Mojave Tent,2008
960,Plastiscines,6L3Af26OWMQw1uHTcxTVxP,Mojave Tent,2008
961,Sons and Daughters,44LPOpECjnIlnwH91wo2ir,Gobi Tent,2008
962,"Does It Offend You, Yeah?",4bFfSfCBYpFh37ziXCSqUs,Gobi Tent,2008
963,The Field,77CaCn32H4mOMQA7UElzfF,Gobi Tent,2008
964,Linton Kwesi Johnson,0bvRYuXRvd14RYEE7c0PRW,Gobi Tent,2008
965,Brett Dennen,0FC1LIeQXKib0jOwZqeIwT,Gobi Tent,2008
966,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,Coachella Stage,2009
967,The Airborne Toxic Event,7xovAENFxmyEWhzbnHsB3Z,Coachella Stage,2009
968,The Airborne Toxic Event,7xovAENFxmyEWhzbnHsB3Z,Coachella Stage,2013
969,We Are Scientists,35YNL4wwv11ZkmeWWL51y7,Coachella Stage,2009
970,Leonard Cohen,5l8VQNuIg0turYE1VtM9zV,Outdoor Theatre,2009
971,Conor Oberst and the Mystic Valley Band,2BoOe7KEtWpXqnfs8yaj1V,Outdoor Theatre,2009
972,M. Ward,6eAUAR4N9NOpirukqdIzVI,Outdoor Theatre,2009
973,M. Ward,6eAUAR4N9NOpirukqdIzVI,Mojave Tent,2012
974,Molotov,27Owkm4TGlMqb0BqaEt3PW,Outdoor Theatre,2009
975,Noah and the Whale,0aeLcja6hKzb7Uz2ou7ulP,Outdoor Theatre,2009
976,Alberta Cross,1hPgyZ5YatVFXQBhsXKTpq,Outdoor Theatre,2009
