,name,artist_name,track_name,track_id,source
452,MGMT,MGMT,An Orphan of Fortune,32284131,"{'track_id': 32284131, 'track_name': 'An Orphan of Fortune', 'track_name_translation_list': [{'track_name_translation': {'language': 'u0', 'translation': 'An Orphan Of Fortune'}}], 'track_rating': 55, 'commontrack_id': 12311868, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 14, 'album_id': 15349953, 'album_name': 'MGMT (The ""Optimizer"" Deluxe Edition)', 'artist_id': 172157, 'artist_name': 'MGMT', 'track_share_url': 'https://www.musixmatch.com/lyrics/MGMT/An-Orphan-of-Fortune?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/MGMT/An-Orphan-of-Fortune/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-11-07T09:00:00Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 20, 'music_genre_parent_id': 34, 'music_genre_name': 'Alternative', 'music_genre_name_extended': 'Alternative', 'music_genre_vanity': 'Alternative'}}]}}"
453,MGMT,MGMT,Interlude (Live),250171157,"{'track_id': 250171157, 'track_name': 'Interlude (Live)', 'track_name_translation_list': [], 'track_rating': 24, 'commontrack_id': 155016581, 'instrumental': 1, 'explicit': 0, 'has_lyrics': 0, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 55595574, 'album_name': '11•11•11 (Live)', 'artist_id': 172157, 'artist_name': 'MGMT', 'track_share_url': 'https://www.musixmatch.com/lyrics/MGMT/Interlude?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/MGMT/Interlude/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-04-14T21:29:59Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 7, 'music_genre_parent_id': 34, 'music_genre_name': 'Electronic', 'music_genre_name_extended': 'Electronic', 'music_genre_vanity': 'Electronic'}}]}}"
454,MGMT,MGMT,Love Always Remains,6580836,"{'track_id': 6580836, 'track_name': 'Love Always Remains', 'track_name_translation_list': [], 'track_rating': 47, 'commontrack_id': 6044262, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 1, 'album_id': 10777832, 'album_name': 'Time to Pretend', 'artist_id': 172157, 'artist_name': 'MGMT', 'track_share_url': 'https://www.musixmatch.com/lyrics/MGMT/Love-Always-Remains?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/MGMT/Love-Always-Remains/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-10-11T00:10:48Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 20, 'music_genre_parent_id': 34, 'music_genre_name': 'Alternative', 'music_genre_name_extended': 'Alternative', 'music_genre_vanity': 'Alternative'}}]}}"
455,Calvin Harris,Calvin Harris,Merrymaking At My Place - Kissy Sellout Remix,85333715,"{'track_id': 85333715, 'track_name': 'Merrymaking At My Place - Kissy Sellout Remix', 'track_name_translation_list': [], 'track_rating': 23, 'commontrack_id': 7276811, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 20965339, 'album_name': 'Merrymaking At My Place', 'artist_id': 56330036, 'artist_name': 'Calvin Harris', 'track_share_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/Merrymaking-at-My-Place-Kissy-Sellout-remix?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/Merrymaking-at-My-Place-Kissy-Sellout-remix/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-12-12T08:06:07Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]}}"
456,Calvin Harris,Calvin Harris,The Girls - Acoustic,85333744,"{'track_id': 85333744, 'track_name': 'The Girls - Acoustic', 'track_name_translation_list': [], 'track_rating': 1, 'commontrack_id': 12522668, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 20965344, 'album_name': 'The Girls', 'artist_id': 56330036, 'artist_name': 'Calvin Harris', 'track_share_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/The-Girls-Acoustic?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/The-Girls-Acoustic/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-12-12T08:06:07Z', 'primary_genres': {'music_genre_list': []}}"
457,Calvin Harris,Calvin Harris,You Used to Hold Me - Nero Remix,85333696,"{'track_id': 85333696, 'track_name': 'You Used to Hold Me - Nero Remix', 'track_name_translation_list': [], 'track_rating': 39, 'commontrack_id': 7276846, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 20965333, 'album_name': 'You Used To Hold Me', 'artist_id': 56330036, 'artist_name': 'Calvin Harris', 'track_share_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/You-Used-to-Hold-Me-Nero-remix?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/You-Used-to-Hold-Me-Nero-remix/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-05-17T23:34:22Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}, {'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
458,Calvin Harris,Calvin Harris,You Used to Hold Me - Extended Mix,85333694,"{'track_id': 85333694, 'track_name': 'You Used to Hold Me - Extended Mix', 'track_name_translation_list': [], 'track_rating': 23, 'commontrack_id': 9960860, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 1, 'album_id': 20965333, 'album_name': 'You Used To Hold Me', 'artist_id': 56330036, 'artist_name': 'Calvin Harris', 'track_share_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/You-Used-to-Hold-Me-extended-mix?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Calvin-Harris/You-Used-to-Hold-Me-extended-mix/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-05-17T23:34:20Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]}}"
459,Roger Waters,Roger Waters,Get Your Filthy Hands Off My Desert - Live,92576749,"{'track_id': 92576749, 'track_name': 'Get Your Filthy Hands Off My Desert - Live', 'track_name_translation_list': [], 'track_rating': 38, 'commontrack_id': 13730901, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 1, 'album_id': 21431520, 'album_name': 'In The Flesh - Live', 'artist_id': 1228, 'artist_name': 'Roger Waters', 'track_share_url': 'https://www.musixmatch.com/lyrics/Roger-Waters/Get-Your-Filthy-Hands-Off-My-Desert-Live?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Roger-Waters/Get-Your-Filthy-Hands-Off-My-Desert-Live/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-07-25T01:31:42Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
460,Roger Waters,Roger Waters,"Another Brick in the Wall, Pt. 1 - Live",84221731,"{'track_id': 84221731, 'track_name': 'Another Brick in the Wall, Pt. 1 - Live', 'track_name_translation_list': [], 'track_rating': 53, 'commontrack_id': 14827189, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 9, 'album_id': 20884479, 'album_name': 'Roger Waters The Wall', 'artist_id': 1228, 'artist_name': 'Roger Waters', 'track_share_url': 'https://www.musixmatch.com/lyrics/Roger-Waters/Another-Brick-In-the-Wall-Pt-1-Live?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Roger-Waters/Another-Brick-In-the-Wall-Pt-1-Live/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-07-24T13:21:17Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
461,The Cool Kids,The Cool Kids,A Little Bit Cooler,50445676,"{'track_id': 50445676, 'track_name': 'A Little Bit Cooler', 'track_name_translation_list': [], 'track_rating': 36, 'commontrack_id': 5739770, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 1, 'album_id': 16788184, 'album_name': 'The Bake Sale (Radio Version)', 'artist_id': 339906, 'artist_name': 'The Cool Kids', 'track_share_url': 'https://www.musixmatch.com/lyrics/The-Cool-Kids/A-Little-Bit-Cooler?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/The-Cool-Kids/A-Little-Bit-Cooler/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2013-06-01T03:48:06Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 18, 'music_genre_parent_id': 34, 'music_genre_name': 'Hip Hop/Rap', 'music_genre_name_extended': 'Hip-Hop/Rap', 'music_genre_vanity': 'Hip-Hop-Rap'}}]}}"
462,The Cool Kids,The Cool Kids,Gmc,60294624,"{'track_id': 60294624, 'track_name': 'Gmc', 'track_name_translation_list': [], 'track_rating': 36, 'commontrack_id': 9955804, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 17860843, 'album_name': 'When Fish Ride Bicycles', 'artist_id': 339906, 'artist_name': 'The Cool Kids', 'track_share_url': 'https://www.musixmatch.com/lyrics/The-Cool-Kids/GMC?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/The-Cool-Kids/GMC/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2021-10-13T19:25:42Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 18, 'music_genre_parent_id': 34, 'music_genre_name': 'Hip Hop/Rap', 'music_genre_name_extended': 'Hip-Hop/Rap', 'music_genre_vanity': 'Hip-Hop-Rap'}}]}}"
463,Austin TV,Austin TV,Cisne de Pan,125743142,"{'track_id': 125743142, 'track_name': 'Cisne de Pan', 'track_name_translation_list': [], 'track_rating': 38, 'commontrack_id': 10080795, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 2, 'album_id': 25540720, 'album_name': 'Caballeros del Albedrío', 'artist_id': 141513, 'artist_name': 'Austin TV', 'track_share_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Cisne-de-Pan?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Cisne-de-Pan/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2013-04-11T14:55:07Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 1121, 'music_genre_parent_id': 12, 'music_genre_name': 'Alternative & Rock in Spanish', 'music_genre_name_extended': 'Latin / Alternative & Rock in Spanish', 'music_genre_vanity': 'Latin-Alternative-Rock-in-Spanish'}}, {'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
464,Austin TV,Austin TV,Nosotros Le Pusimos Radio,125743134,"{'track_id': 125743134, 'track_name': 'Nosotros Le Pusimos Radio', 'track_name_translation_list': [], 'track_rating': 30, 'commontrack_id': 10080805, 'instrumental': 1, 'explicit': 0, 'has_lyrics': 0, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 25540720, 'album_name': 'Caballeros del Albedrío', 'artist_id': 141513, 'artist_name': 'Austin TV', 'track_share_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Nosotros-le-Pusimos-Radio?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Nosotros-le-Pusimos-Radio/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2014-11-11T20:47:33Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 1121, 'music_genre_parent_id': 12, 'music_genre_name': 'Alternative & Rock in Spanish', 'music_genre_name_extended': 'Latin / Alternative & Rock in Spanish', 'music_genre_vanity': 'Latin-Alternative-Rock-in-Spanish'}}, {'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
465,Austin TV,Austin TV,Mientras las hojas caen,213992330,"{'track_id': 213992330, 'track_name': 'Mientras las hojas caen', 'track_name_translation_list': [], 'track_rating': 14, 'commontrack_id': 7669668, 'instrumental': 1, 'explicit': 0, 'has_lyrics': 0, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 4, 'album_id': 43837151, 'album_name': 'Fontana Bella', 'artist_id': 141513, 'artist_name': 'Austin TV', 'track_share_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Mientras-las-Hojas-Caen?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Mientras-las-Hojas-Caen/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2021-04-30T22:24:59Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
466,Austin TV,Austin TV,Esa Soy Yo,7151851,"{'track_id': 7151851, 'track_name': 'Esa Soy Yo', 'track_name_translation_list': [], 'track_rating': 37, 'commontrack_id': 7669659, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 10830698, 'album_name': 'Austin TV - EP', 'artist_id': 141513, 'artist_name': 'Austin TV', 'track_share_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Esa-Soy-Yo?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Esa-Soy-Yo/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-01-22T01:43:08Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
467,Austin TV,Austin TV,Roy Rogers,135218208,"{'track_id': 135218208, 'track_name': 'Roy Rogers', 'track_name_translation_list': [], 'track_rating': 37, 'commontrack_id': 7669677, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 1, 'num_favourite': 13, 'album_id': 25261407, 'album_name': 'La Última Noche del Mundo', 'artist_id': 141513, 'artist_name': 'Austin TV', 'track_share_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Roy-Rogers?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Austin-TV/Roy-Rogers/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2022-10-11T00:53:02Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]}}"
468,Chromeo,Chromeo,Fancy Footwork (Guns 'n' Bombs Thizzmix),40398386,"{'track_id': 40398386, 'track_name': ""Fancy Footwork (Guns 'n' Bombs Thizzmix)"", 'track_name_translation_list': [], 'track_rating': 16, 'commontrack_id': 2311474, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 15921416, 'album_name': None, 'artist_id': 29105, 'artist_name': 'Chromeo', 'track_share_url': 'https://www.musixmatch.com/lyrics/Chromeo/Fancy-Footwork-Guns-n-Bombs-Thizzmix?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Chromeo/Fancy-Footwork-Guns-n-Bombs-Thizzmix/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2013-06-01T16:27:01Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 7, 'music_genre_parent_id': 34, 'music_genre_name': 'Electronic', 'music_genre_name_extended': 'Electronic', 'music_genre_vanity': 'Electronic'}}]}}"
469,Chromeo,Chromeo,When The Night Falls - Crowdpleaser Remix,92095484,"{'track_id': 92095484, 'track_name': 'When The Night Falls - Crowdpleaser Remix', 'track_name_translation_list': [], 'track_rating': 18, 'commontrack_id': 18010479, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 16020639, 'album_name': 'When the Night Falls', 'artist_id': 29105, 'artist_name': 'Chromeo', 'track_share_url': 'https://www.musixmatch.com/lyrics/Chromeo/When-the-Night-Falls-Crowdpleaser-Remix?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Chromeo/When-the-Night-Falls-Crowdpleaser-Remix/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2014-01-16T13:08:16Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 7, 'music_genre_parent_id': 34, 'music_genre_name': 'Electronic', 'music_genre_name_extended': 'Electronic', 'music_genre_vanity': 'Electronic'}}]}}"
470,Paul McCartney,Paul McCartney,Good Times Coming/Feel The Sun - 1993 Digital Remaster,84789291,"{'track_id': 84789291, 'track_name': 'Good Times Coming/Feel The Sun - 1993 Digital Remaster', 'track_name_translation_list': [], 'track_rating': 39, 'commontrack_id': 47699209, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 1, 'album_id': 20929202, 'album_name': 'Press To Play', 'artist_id': 55373219, 'artist_name': 'Paul McCartney', 'track_share_url': 'https://www.musixmatch.com/lyrics/Paul-McCartney-2/good-times-coming-feel-the-sun-1993-digital-remaster?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Paul-McCartney-2/good-times-coming-feel-the-sun-1993-digital-remaster/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-02-07T05:52:25Z', 'primary_genres': {'music_genre_list': []}}"
471,Paul McCartney,Paul McCartney,What It Is,88239786,"{'track_id': 88239786, 'track_name': 'What It Is', 'track_name_translation_list': [], 'track_rating': 25, 'commontrack_id': 299172, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 21144019, 'album_name': 'Run Devil Run', 'artist_id': 55373219, 'artist_name': 'Paul McCartney', 'track_share_url': 'https://www.musixmatch.com/lyrics/Paul-McCartney/What-It-Is?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Paul-McCartney/What-It-Is/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2022-10-30T00:26:56Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 1157, 'music_genre_parent_id': 21, 'music_genre_name': 'Rock & Roll', 'music_genre_name_extended': 'Rock / Rock & Roll', 'music_genre_vanity': 'Rock-Rock-Roll'}}]}}"
472,Paul McCartney,Paul McCartney,Looking For Changes - Live In Kansas City,226325000,"{'track_id': 226325000, 'track_name': 'Looking For Changes - Live In Kansas City', 'track_name_translation_list': [], 'track_rating': 39, 'commontrack_id': 95708001, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 10325725, 'album_name': 'Paul Is Live', 'artist_id': 55373219, 'artist_name': 'Paul McCartney', 'track_share_url': 'https://www.musixmatch.com/lyrics/Paul-McCartney-2/looking-for-changes-live-in-kansas-city?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/Paul-McCartney-2/looking-for-changes-live-in-kansas-city/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-04-24T05:18:42Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 1133, 'music_genre_parent_id': 14, 'music_genre_name': 'Pop/Rock', 'music_genre_name_extended': 'Pop / Pop/Rock', 'music_genre_vanity': 'Pop-Pop-Rock'}}]}}"
473,The Airborne Toxic Event,The Airborne Toxic Event,The Winning Side,93846429,"{'track_id': 93846429, 'track_name': 'The Winning Side', 'track_name_translation_list': [], 'track_rating': 16, 'commontrack_id': 5632745, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 21522225, 'album_name': 'The Airborne Toxic Event (UK Version)', 'artist_id': 317733, 'artist_name': 'The Airborne Toxic Event', 'track_share_url': 'https://www.musixmatch.com/lyrics/The-Airborne-Toxic-Event/The-Winning-Side?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/The-Airborne-Toxic-Event/The-Winning-Side/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2023-09-16T10:34:41Z', 'primary_genres': {'music_genre_list': []}}"
474,The Airborne Toxic Event,The Airborne Toxic Event,Something You Lost,82716521,"{'track_id': 82716521, 'track_name': 'Something You Lost', 'track_name_translation_list': [], 'track_rating': 38, 'commontrack_id': 43562462, 'instrumental': 0, 'explicit': 0, 'has_lyrics': 1, 'has_subtitles': 1, 'has_richsync': 0, 'num_favourite': 1, 'album_id': 20752801, 'album_name': 'Dope Machines', 'artist_id': 317733, 'artist_name': 'The Airborne Toxic Event', 'track_share_url': 'https://www.musixmatch.com/lyrics/The-Airborne-Toxic-Event/Something-You-Lost?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/The-Airborne-Toxic-Event/Something-You-Lost/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2022-08-03T13:50:34Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 1004, 'music_genre_parent_id': 20, 'music_genre_name': 'Indie Rock', 'music_genre_name_extended': 'Alternative / Indie Rock', 'music_genre_vanity': 'Alternative-Indie-Rock'}}, {'music_genre': {'music_genre_id': 20, 'music_genre_parent_id': 34, 'music_genre_name': 'Alternative', 'music_genre_name_extended': 'Alternative', 'music_genre_vanity': 'Alternative'}}]}}"
475,The Airborne Toxic Event,The Airborne Toxic Event,The Winning Side (Bonus Track),93846401,"{'track_id': 93846401, 'track_name': 'The Winning Side (Bonus Track)', 'track_name_translation_list': [{'track_name_translation': {'language': 'JA', 'translation': 'ザ・ウィニング・サイド'}}], 'track_rating': 37, 'commontrack_id': 13875275, 'instrumental': 0, 'explicit': 1, 'has_lyrics': 1, 'has_subtitles': 0, 'has_richsync': 0, 'num_favourite': 0, 'album_id': 21522223, 'album_name': 'The Airborne Toxic Event (Deluxe Edition)', 'artist_id': 317733, 'artist_name': 'The Airborne Toxic Event', 'track_share_url': 'https://www.musixmatch.com/lyrics/The-Airborne-Toxic-Event/The-Winning-Side-Bonus-Track?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'track_edit_url': 'https://www.musixmatch.com/lyrics/The-Airborne-Toxic-Event/The-Winning-Side-Bonus-Track/edit?utm_source=application&utm_campaign=api&utm_medium=Technical+University+of+Denmark%3A1409624530551', 'restricted': 0, 'updated_time': '2022-07-24T12:05:07Z', 'primary_genres': {'music_genre_list': [{'music_genre': {'music_genre_id': 20, 'music_genre_parent_id': 34, 'music_genre_name': 'Alternative', 'music_genre_name_extended': 'Alternative', 'music_genre_vanity': 'Alternative'}}]}}"
