,name,id,stage,year,genres,followers,popularity
2188,MINT FIELD,3okJi6oq87Mwx0VzywmMgz,Outdoor Theatre,2016,"['latin shoegaze', 'mexican rock', 'post-punk mexicano', 'tijuana indie']","{'href': None, 'total': 23913}",20
2189,Deafheaven,4XpPveeg7RuYS3CgLo75t9,Gobi Tent,2016,"['atmospheric black metal', 'blackened screamo', 'blackgaze', 'emotional black metal', 'post-metal', 'usbm']","{'href': None, 'total': 236538}",40
2190,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,Gobi Tent,2016,"['canadian contemporary r&b', 'canadian pop', 'pop']","{'href': None, 'total': 11748717}",69
2191,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,Gobi Tent,2016,"['contemporary country', 'outlaw country']","{'href': None, 'total': 6926848}",78
2192,Meg Myers,0W8xe7IqAPlnBRMUpWOUuJ,Gobi Tent,2016,"['dark pop', 'shimmer pop']","{'href': None, 'total': 243918}",46
2193,The Vandals,4AqIRTZF6DDmKmdorgFug6,Gobi Tent,2016,"['hardcore punk', 'punk', 'ska', 'ska punk', 'skate punk']","{'href': None, 'total': 192084}",38
2194,Tei Shi,1xcMOgFUM1IYZE22YjCvsL,Gobi Tent,2016,"['alternative r&b', 'art pop', 'escape room', 'gauze pop', 'shimmer psych', 'spectra', 'vapor pop']","{'href': None, 'total': 181750}",44
2195,Steady Holiday,3jLDJWlhuDcbq1DTlWp0NM,Gobi Tent,2016,['la indie'],"{'href': None, 'total': 17895}",22
2196,Steady Holiday,3jLDJWlhuDcbq1DTlWp0NM,Gobi Tent,2019,['la indie'],"{'href': None, 'total': 17895}",22
2197,Crystal Fighters,75EZuo5MHV2572NRpMWotC,Mojave Tent,2016,['shimmer pop'],"{'href': None, 'total': 346827}",46
2198,Hudson Mohawke,6olWbKW2VLhFCHfOi0iEDb,Mojave Tent,2016,"['instrumental hip hop', 'purple sound', 'scottish electronic', 'scottish hip hop', 'uk experimental electronic', 'wonky']","{'href': None, 'total': 141677}",42
2199,Joywave,1UfzhwcOR4yfX7yHTPfC9m,Mojave Tent,2016,"['indietronica', 'modern alternative rock', 'modern rock', 'rochester ny indie', 'shimmer pop']","{'href': None, 'total': 269618}",51
2200,The Heavy,0bZCak2tcRMY1dzEIuwF42,Mojave Tent,2016,"['bath indie', 'modern blues rock']","{'href': None, 'total': 438852}",54
2201,PRAYERS,7a0G4CC3dZdKAAzVRnaRGu,Mojave Tent,2016,['electronic rock'],"{'href': None, 'total': 72701}",34
2202,De Lux,1R5R9EyBe8MxRuD3BIXaV2,Mojave Tent,2016,"['danish electronic', 'pop edm']","{'href': None, 'total': 7366}",40
2203,Swarvy,1fmXn9ezSrVGjHSVc6ItcL,Mojave Tent,2016,"['abstract beats', 'la pop', 'wonky']","{'href': None, 'total': 19866}",35
2204,EROK,4p6K5kJ12HDqVM8FodtMyU,Mojave Tent,2016,[],"{'href': None, 'total': 285}",19
2205,KSHMR,2wX6xSig4Rig5kZU6ePlWe,Sahara Tent,2016,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'progressive electro house', 'slap house']","{'href': None, 'total': 1745475}",61
2206,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,Sahara Tent,2016,['pop'],"{'href': None, 'total': 20039170}",78
2207,Tchami,1KpCi9BOfviCVhmpI4G2sY,Sahara Tent,2016,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']","{'href': None, 'total': 408598}",53
2208,Tchami,1KpCi9BOfviCVhmpI4G2sY,Sahara Tent,2022,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']","{'href': None, 'total': 408598}",53
2209,TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,Sahara Tent,2016,"['chillwave', 'electra', 'escape room', 'indietronica', 'instrumental hip hop', 'wonky']","{'href': None, 'total': 304492}",48
2210,TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,Gobi Tent,2022,"['chillwave', 'electra', 'escape room', 'indietronica', 'instrumental hip hop', 'wonky']","{'href': None, 'total': 304492}",48
2211,Thomas Jack,6JmzdIDSQdeHg0pocIascm,Sahara Tent,2016,"['deep house', 'tropical house']","{'href': None, 'total': 85310}",38
2212,Epik High,5snNHNlYT2UrtZo5HCJkiw,Sahara Tent,2016,"['k-pop', 'k-rap', 'korean old school hip hop']","{'href': None, 'total': 734060}",50
2213,David J Prince,2czd4KVX2Zb5hQtcRVbQvg,Sahara Tent,2016,[],"{'href': None, 'total': 6}",0
2214,John Digweed,3xnDktxhudJR2Wv3HZDQ9W,Yuma Tent,2016,['classic progressive house'],"{'href': None, 'total': 159412}",34
2215,Tensnake,75nC6MXUalYZSOd7OfNkwq,Yuma Tent,2016,"['deep house', 'german house', 'hamburg electronic', 'house', 'nu disco']","{'href': None, 'total': 93803}",50
2216,Soul Clap,0PEfTatx7R08s3nFrn9teD,Yuma Tent,2016,"['boston electronic', 'deep disco house', 'deep house', 'nu disco']","{'href': None, 'total': 42814}",31
2217,Fur Coat,26J5ZprV3p7jv4fHTmpXsB,Yuma Tent,2016,"['deep disco house', 'electronica venezuela', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house']","{'href': None, 'total': 33600}",27
2218,AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Yuma Tent,2016,"['bass house', 'brostep', 'electro house', 'fidget house']","{'href': None, 'total': 110268}",45
2219,AC Slater,6EqFMCnVGBRNmwPlk2f3Uc,Sahara Tent,2018,"['bass house', 'brostep', 'electro house', 'fidget house']","{'href': None, 'total': 110268}",45
2220,Lisbona Sisters,7rJhuuUaqnZRPLaiGrAgxA,Yuma Tent,2016,[],"{'href': None, 'total': 738}",11
2221,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Outdoor Theatre,2017,"['hip hop', 'rap', 'slap house']","{'href': None, 'total': 29000265}",90
2222,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,Outdoor Theatre,2017,"['electropop', 'indie poptimism', 'pov: indie']","{'href': None, 'total': 1064982}",62
2223,King Gizzard & the Lizard Wizard,6XYvaoDGE0VmRt83Jss9Sn,Outdoor Theatre,2017,"['australian psych', 'double drumming', 'microtonal', 'neo-psychedelic']","{'href': None, 'total': 1130994}",59
2224,King Gizzard & the Lizard Wizard,6XYvaoDGE0VmRt83Jss9Sn,Outdoor Theatre,2022,"['australian psych', 'double drumming', 'microtonal', 'neo-psychedelic']","{'href': None, 'total': 1130994}",59
2225,Stormzy,2SrSdSvpminqmStGELCSNd,Outdoor Theatre,2017,"['grime', 'uk hip hop']","{'href': None, 'total': 2908027}",68
2226,DRAM,5oNgAs7j5XcBMzWv3HAnHG,Mojave Tent,2017,"['dirty south rap', 'philly rap', 'southern hip hop', 'trap']","{'href': None, 'total': 1419129}",57
2227,The Avalanches,3C8RpaI3Go0yFF9whvKoED,Mojave Tent,2017,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']","{'href': None, 'total': 536233}",51
2228,The Avalanches,3C8RpaI3Go0yFF9whvKoED,Gobi Tent,2022,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']","{'href': None, 'total': 536233}",51
2229,Broods,5r5Va4lVQ1zjEfbJSrmCsS,Mojave Tent,2017,"['auckland indie', 'etherpop', 'indietronica', 'metropopolis', 'nz pop']","{'href': None, 'total': 486570}",47
2230,Sampha,2WoVwexZuODvclzULjPQtm,Mojave Tent,2017,"['alternative r&b', 'indie soul']","{'href': None, 'total': 749721}",60
2231,Tennis,1ybAN3utgdoUL1MUCtH4QM,Mojave Tent,2017,"['art pop', 'chamber pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']","{'href': None, 'total': 297682}",47
2232,Joseph,5xk0kRuXn1zToTHpHAqpui,Mojave Tent,2017,['movie tunes'],"{'href': None, 'total': 14945}",52
2233,Zipper Club,2y7bzzp54WcxNnnyamQFya,Mojave Tent,2017,[],"{'href': None, 'total': 1663}",4
2234,Sam Gellaitry,07UJz804RJxqNvxFXC3h9H,Gobi Tent,2017,"['future bass', 'scottish electronic', 'vapor twitch']","{'href': None, 'total': 142326}",51
2235,Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,Gobi Tent,2017,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']","{'href': None, 'total': 2505095}",66
2236,Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,Sahara Tent,2022,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']","{'href': None, 'total': 2505095}",66
2237,Raury,2PU4qFehXQF7WnlFsJpBiJ,Gobi Tent,2017,['psychedelic hip hop'],"{'href': None, 'total': 200772}",45
2238,Sohn,3TVjdmhfFoYJLgBEkkZTBm,Gobi Tent,2017,"['deep pop edm', 'pop dance', 'swedish tropical house']","{'href': None, 'total': 103809}",50
2239,The Lemon Twigs,7eYZSXnQVCODCVmTV8Hk2T,Gobi Tent,2017,"['baroque pop', 'psychedelic pop']","{'href': None, 'total': 159040}",43
2240,Klangstof,25lIYhqIj0R1AnnmqsTrtO,Gobi Tent,2017,"['dutch indie', 'dutch indie rock']","{'href': None, 'total': 39831}",30
2241,Kayves,2GpAkif4wNKrC3lFpjUrpu,Gobi Tent,2017,[],"{'href': None, 'total': 85}",0
2242,Mac Miller,4LLpKhyESsyAXpc4laK94U,Sahara Tent,2017,"['hip hop', 'pittsburgh rap', 'rap']","{'href': None, 'total': 10317105}",79
2243,Kungs,7keGfmQR4X5w0two1xKZ7d,Sahara Tent,2017,"['edm', 'pop dance', 'uk dance']","{'href': None, 'total': 936573}",68
2244,SNBRN,2zJ8chFLjiBHRNchfevMRI,Sahara Tent,2017,"['edm', 'electro house', 'house', 'pop dance', 'pop edm', 'uk dance']","{'href': None, 'total': 106072}",39
2245,Strange Club,0cgonzM5dIGYydRVWw8MCU,Sahara Tent,2017,[],"{'href': None, 'total': 1715}",16
2246,Andre Power,5aePuts1o5R7fstXaLp2E0,Sahara Tent,2017,[],"{'href': None, 'total': 494}",3
2247,Guided by Voices,4oV5EVJ0XFWsJKoOvdRPvl,Sonora Tent,2017,"['alternative pop', 'alternative rock', 'chamber pop', 'dayton indie', 'gbvfi', 'indie rock', 'lo-fi', 'modern power pop', 'noise pop', 'ohio indie', 'power pop']","{'href': None, 'total': 173779}",45
2248,The Interrupters,25Maank76ry2Tmbi2Ql1SF,Sonora Tent,2017,"['punk', 'ska', 'ska punk', 'skate punk']","{'href': None, 'total': 341983}",51
2249,Shannon and the Clams,6A5Ns1SpGWTt8SzXPwiqVE,Sonora Tent,2017,"['bay area indie', 'indie garage rock', 'oakland indie', 'power-pop punk']","{'href': None, 'total': 129171}",40
2250,Tacocat,3h0MN1neFknEvlYKxFmSQW,Sonora Tent,2017,"['bubblegrunge', 'indie punk', 'indie surf', 'power-pop punk', 'riot grrrl', 'seattle indie']","{'href': None, 'total': 49974}",28
2251,Diamante Eléctrico,4VAZ6unMJx5upeWn0aFYuo,Sonora Tent,2017,"['colombian rock', 'indie rock colombiano', 'latin rock']","{'href': None, 'total': 95721}",43
2252,The Paranoyds,34ji1NPhqjImjXwOb2kwg4,Sonora Tent,2017,['la indie'],"{'href': None, 'total': 15141}",18
2253,Surfbort,2kRFetyCeU3r24DVyTZVFx,Sonora Tent,2017,['riot grrrl'],"{'href': None, 'total': 29436}",25
2254,Tall Juan,2G5x56il2fMdpAo2l2J2xB,Sonora Tent,2017,['multidisciplinary'],"{'href': None, 'total': 4901}",14
2255,Jim Smith,5GXruybcLmXPjR9rKKFyS6,Sonora Tent,2017,"['bebop', 'contemporary post-bop', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']","{'href': None, 'total': 102517}",38
2256,Jim Smith,5GXruybcLmXPjR9rKKFyS6,Sonora Tent,2018,"['bebop', 'contemporary post-bop', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']","{'href': None, 'total': 102517}",38
2257,Jim Smith,5GXruybcLmXPjR9rKKFyS6,Sonora Tent,2019,"['bebop', 'contemporary post-bop', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']","{'href': None, 'total': 102517}",38
2258,Jim Smith,5GXruybcLmXPjR9rKKFyS6,Sonora Tent,2022,"['bebop', 'contemporary post-bop', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']","{'href': None, 'total': 102517}",38
2259,Jim Smith,5GXruybcLmXPjR9rKKFyS6,Sonora Tent,2023,"['bebop', 'contemporary post-bop', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']","{'href': None, 'total': 102517}",38
2260,BICEP,73A3bLnfnz5BoQjb4gNCga,Yuma Tent,2017,"['ambient house', 'electronica']","{'href': None, 'total': 539358}",58
2261,Floorplan,0RBnTX5xoVa1bDYt9Qbies,Yuma Tent,2017,"['chicago house', 'deep house', 'techno']","{'href': None, 'total': 45742}",32
2262,Nora En Pure,24DO0PijjITGIEWsO8XaPs,Yuma Tent,2017,"['deep house', 'electra', 'house', 'melodic house', 'progressive house', 'swiss pop']","{'href': None, 'total': 420853}",57
2263,Nora En Pure,24DO0PijjITGIEWsO8XaPs,Sahara Tent,2019,"['deep house', 'electra', 'house', 'melodic house', 'progressive house', 'swiss pop']","{'href': None, 'total': 420853}",57
2264,Nora En Pure,24DO0PijjITGIEWsO8XaPs,Yuma Tent,2023,"['deep house', 'electra', 'house', 'melodic house', 'progressive house', 'swiss pop']","{'href': None, 'total': 420853}",57
2265,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Coachella Stage,2017,"['art pop', 'dance pop', 'pop']","{'href': None, 'total': 29702873}",81
2266,Future,1RyvyyTE3xzB2ZywiAwp0i,Coachella Stage,2017,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']","{'href': None, 'total': 16820478}",90
2267,Schoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,Outdoor Theatre,2017,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","{'href': None, 'total': 4677831}",70
2268,Banks & Steelz,3bWdqOEkgKiSmVnHZM2feN,Outdoor Theatre,2017,['wu fam'],"{'href': None, 'total': 30378}",21
2269,Arkells,3ShGiAyhxI6Rq3TknZ3gfk,Outdoor Theatre,2017,"['canadian rock', 'hamilton on indie']","{'href': None, 'total': 179622}",45
2270,Blossoms,6kXp61QMZFPcKMcRPqoiVj,Outdoor Theatre,2017,"['permanent wave', 'pop rock', 'post-grunge', 'tempe indie']","{'href': None, 'total': 668662}",52
2271,Majid Jordan,4HzKw8XcD0piJmDrrPRCYk,Mojave Tent,2017,"['canadian contemporary r&b', 'canadian hip hop']","{'href': None, 'total': 945598}",64
2272,Moderat,5XsWrYhwadPBjW20qYbdZg,Mojave Tent,2017,"['latin alternative', 'latin arena pop', 'latin pop', 'mexican rock', 'rock en espanol']","{'href': None, 'total': 943371}",58
2273,Mura Masa,5Q81rlcTFh3k6DQJXPdsot,Mojave Tent,2017,"['channel islands indie', 'escape room', 'hyperpop', 'indie soul', 'vapor soul']","{'href': None, 'total': 668836}",57
2274,Mura Masa,5Q81rlcTFh3k6DQJXPdsot,Mojave Tent,2023,"['channel islands indie', 'escape room', 'hyperpop', 'indie soul', 'vapor soul']","{'href': None, 'total': 668836}",57
2275,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf,Mojave Tent,2017,"['furry', 'indie rock', 'pov: indie']","{'href': None, 'total': 740930}",57
2276,Floating Points,2AR42Ur9PcchQDtEdwkv4L,Mojave Tent,2017,"['electronica', 'future garage', 'intelligent dance music', 'wonky']","{'href': None, 'total': 326905}",45
2277,Floating Points,2AR42Ur9PcchQDtEdwkv4L,Yuma Tent,2017,"['electronica', 'future garage', 'intelligent dance music', 'wonky']","{'href': None, 'total': 326905}",45
2278,Floating Points,2AR42Ur9PcchQDtEdwkv4L,Mojave Tent,2022,"['electronica', 'future garage', 'intelligent dance music', 'wonky']","{'href': None, 'total': 326905}",45
2279,Shura,1qpR5mURxk3d8f6mww6uKT,Mojave Tent,2017,"['electropop', 'indie poptimism']","{'href': None, 'total': 235359}",40
2280,Swet Shop Boys,3ah2OYM4PbK5p1XIS5HfGD,Mojave Tent,2017,"['conscious hip hop', 'pakistani hip hop', 'political hip hop']","{'href': None, 'total': 26892}",19
2281,S U R V I V E,6bwp9ObI8FWvMPCIWVBmhl,Gobi Tent,2017,['k-pop'],"{'href': None, 'total': 814194}",44
2282,Nav,7rkW85dBwwrJtlHRDkJDAC,Gobi Tent,2017,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']","{'href': None, 'total': 3445171}",68
2283,Dreamcar,4a4ZqWAUWjDNAnBTfxhJFn,Gobi Tent,2017,['electronic rock'],"{'href': None, 'total': 29343}",27
2284,Róisín Murphy,3qwabfaWewpfli7hMNM3O8,Gobi Tent,2017,"['art pop', 'electronica', 'electropop', 'neo-synthpop', 'trip hop']","{'href': None, 'total': 361784}",50
2285,The Atomics,49EvnIqzacJXNqAp1iOlS8,Gobi Tent,2017,[],"{'href': None, 'total': 14}",0
2286,Kaleo,7jdFEYD2LTYjfwxOdlVjmc,Gobi Tent,2017,"['icelandic indie', 'icelandic rock', 'modern alternative rock']","{'href': None, 'total': 1754612}",68
2287,Mitski,2uYWxilOVlUdk4oV9DvwqK,Gobi Tent,2017,"['brooklyn indie', 'pov: indie']","{'href': None, 'total': 7651196}",80
2288,Bishop Briggs,0yb46jwm7gqbZXVXZQ8Z1e,Gobi Tent,2017,['modern alternative rock'],"{'href': None, 'total': 872633}",58
2289,Bishop Briggs,0yb46jwm7gqbZXVXZQ8Z1e,Outdoor Theatre,2022,['modern alternative rock'],"{'href': None, 'total': 872633}",58
2290,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Sahara Tent,2017,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","{'href': None, 'total': 5391806}",73
2291,Röyksopp,5nPOO9iTcrs9k6yFffPxjH,Sahara Tent,2017,"['downtempo', 'electronica', 'indietronica', 'neo-synthpop', 'trip hop']","{'href': None, 'total': 902087}",56
2292,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,Sahara Tent,2017,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']","{'href': None, 'total': 6619489}",77
2293,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,Sahara Tent,2017,"['edm', 'pop dance']","{'href': None, 'total': 947744}",64
2294,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,Sahara Tent,2019,"['edm', 'pop dance']","{'href': None, 'total': 947744}",64
2295,Brodinski,0ZurilbRp6KwW6dpaw4pEK,Sahara Tent,2017,"['destroy techno', 'filter house']","{'href': None, 'total': 68242}",33
2296,Autograf,0FVj4JuzTyudaXAwfqDQ20,Sahara Tent,2017,"['deep tropical house', 'pop edm', 'vapor soul', 'vapor twitch']","{'href': None, 'total': 116135}",46
2297,Eli & Fur,5CkVLGKUJkIc1pmSk10QP4,Sahara Tent,2017,"['melodic house', 'progressive house']","{'href': None, 'total': 129251}",52
2298,Courtland,5QkcjGQlGHUZSMfQRT4BkY,Sahara Tent,2017,[],"{'href': None, 'total': 601}",14
2299,Thee Commons,11YxOehcb8m03SbdW3Xc9l,Sonora Tent,2017,['latin afrobeat'],"{'href': None, 'total': 7701}",17
2300,Current Joys,0m5FakHKCQdA7UN0PIzMcL,Sonora Tent,2017,"['lo-fi indie', 'pov: indie']","{'href': None, 'total': 1241359}",66
2301,Current Joys,0m5FakHKCQdA7UN0PIzMcL,Gobi Tent,2022,"['lo-fi indie', 'pov: indie']","{'href': None, 'total': 1241359}",66
2302,Surf Curse,1gl0S9pS0Zw0qfa14rDD3D,Sonora Tent,2017,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']","{'href': None, 'total': 1126240}",65
2303,Surf Curse,1gl0S9pS0Zw0qfa14rDD3D,Coachella Stage,2022,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']","{'href': None, 'total': 1126240}",65
2304,Slow Hollows,7qME2V5vIIPqIKCpzxQMPz,Sonora Tent,2017,['indie garage rock'],"{'href': None, 'total': 51305}",28
2305,Downtown Boys,7l8uFATeRemkWEA8Gn15YC,Sonora Tent,2017,['rhode island indie'],"{'href': None, 'total': 17266}",12
2306,Las Ligas Menores,3MNvKeLzGSvOPtXJAjCOzf,Sonora Tent,2017,"['argentine alternative rock', 'argentine indie']","{'href': None, 'total': 132994}",52
2307,QUITAPENAS,64NFwIwtxjxfrmg8Fro1HD,Sonora Tent,2017,['latin afrobeat'],"{'href': None, 'total': 7469}",12
2308,Daphni,4nhvb6x9ZhPiYCzrHDNia9,Yuma Tent,2017,"['canadian house', 'electronica', 'float house', 'future garage', 'microhouse', 'wonky']","{'href': None, 'total': 110787}",38
2309,Daphni,4nhvb6x9ZhPiYCzrHDNia9,Yuma Tent,2022,"['canadian house', 'electronica', 'float house', 'future garage', 'microhouse', 'wonky']","{'href': None, 'total': 110787}",38
2310,Red Axes,5Owm9QgL9BSCRQKTX6T08G,Yuma Tent,2017,['float house'],"{'href': None, 'total': 72098}",39
2311,Miss Honey Dijon,0rbitX9knHAQ76hY9O4a4H,Yuma Tent,2017,[],"{'href': None, 'total': 358}",0
2312,Chris Cruse,5Ka6PfnSJxJ2H4fmSCaY8B,Yuma Tent,2017,[],"{'href': None, 'total': 217}",9
2313,Toots and the Maytals,6ZFv3wQwwWPiVDWhv0mjQK,Coachella Stage,2017,"['reggae', 'roots reggae', 'ska']","{'href': None, 'total': 462320}",53
2314,Lee Fields & The Expressions,2bToe6WyGvADJftreuXh2K,Coachella Stage,2017,"['afrobeat', 'funk', 'soul']","{'href': None, 'total': 150624}",43
2315,Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,Outdoor Theatre,2017,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']","{'href': None, 'total': 3885721}",75
2316,Whitney,6XpaIBNiVzIetEPCWDvAFP,Outdoor Theatre,2017,"['dance pop', 'pop']","{'href': None, 'total': 9989197}",73
2317,Ezra Furman,1uR7zoLrSRI8bSL43OZ0GY,Outdoor Theatre,2017,"['alternative pop', 'transpop']","{'href': None, 'total': 176734}",41
2318,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,Mojave Tent,2017,"['pop', 'r&b', 'rap']","{'href': None, 'total': 7589397}",71
2319,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,Mojave Tent,2017,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']","{'href': None, 'total': 3546626}",69
2320,Kiiara,4u5smJBskI6Adzv08PuiUP,Mojave Tent,2017,"['alt z', 'electropop']","{'href': None, 'total': 917705}",55
2321,Honne,0Vw76uk7P8yVtTClWyOhac,Mojave Tent,2017,['uk pop'],"{'href': None, 'total': 1531162}",58
2322,GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,Mojave Tent,2017,['alternative r&b'],"{'href': None, 'total': 887989}",62
2323,Preoccupations,2bs3QE2ZMBjmb0QTqAjCj3,Mojave Tent,2017,"['calgary indie', 'canadian indie', 'canadian post-punk', 'canadian punk', 'crank wave', 'garage psych', 'indie punk', 'indie rock', 'neo-psychedelic', 'noise rock', 'nu gaze']","{'href': None, 'total': 86304}",28
2324,Jai Wolf,24V5UY0nChKpnb1TBPJhCw,Gobi Tent,2017,['electropop'],"{'href': None, 'total': 295879}",48
2325,Jai Wolf,24V5UY0nChKpnb1TBPJhCw,Sahara Tent,2023,['electropop'],"{'href': None, 'total': 295879}",48
2326,PNL,3NH8t45zOTqzlZgBvZRjvB,Gobi Tent,2017,"['french hip hop', 'pop urbaine']","{'href': None, 'total': 8204828}",68
2327,Jack Garratt,1Zp054Jc86WVKCxKEqZGOA,Gobi Tent,2017,['uk alternative pop'],"{'href': None, 'total': 353220}",40
2328,Nao,4rc8nzClXj7sUjvsHVg6AD,Gobi Tent,2017,['worship'],"{'href': None, 'total': 242979}",61
2329,Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,Gobi Tent,2017,['edm'],"{'href': None, 'total': 768573}",63
2330,Pond,4skJp5OKvcc9eKokiuhi2s,Gobi Tent,2017,['neo-psychedelic'],"{'href': None, 'total': 328199}",44
2331,Grace Mitchell,3VjZEaHXvNbCmV5jc0VfZR,Gobi Tent,2017,['indie poptimism'],"{'href': None, 'total': 86581}",31
2332,Ocho Ojos,0VWkKhev4sWYKb2ZO7CgpR,Gobi Tent,2017,['latinx alternative'],"{'href': None, 'total': 2434}",3
2333,Ocho Ojos,0VWkKhev4sWYKb2ZO7CgpR,Sonora Tent,2019,['latinx alternative'],"{'href': None, 'total': 2434}",3
2334,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Sahara Tent,2017,"['brostep', 'edm', 'pop', 'progressive electro house']","{'href': None, 'total': 33579180}",80
2335,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,Sahara Tent,2017,"['hip hop', 'miami hip hop', 'pop rap', 'rap']","{'href': None, 'total': 11229180}",71
2336,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Sahara Tent,2017,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']","{'href': None, 'total': 17010432}",80
2337,Rambo V,1gCmAKtYteszDUnC7Q5pGZ,Sahara Tent,2017,[],"{'href': None, 'total': 20}",0
2338,Westside Ty,49yDAOpvTWivvyP46BRy3K,Sahara Tent,2017,[],"{'href': None, 'total': 7}",0
2339,T.S.O.L.,3ciRvbBIVz9fBoPbtSYq4x,Sonora Tent,2017,"['atl hip hop', 'atlanta bass', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']","{'href': None, 'total': 887828}",59
2340,Twin Peaks,1xD85sp0kecIVuMwUHShxs,Sonora Tent,2017,"['chicago indie', 'indie garage rock', 'modern power pop']","{'href': None, 'total': 163341}",41
2341,Show Me the Body,5jh7sgXW2njALiIh0aPXjB,Sonora Tent,2017,['noise punk'],"{'href': None, 'total': 103052}",39
2342,Hinds,6t1fFxQU1MsTjxteXhBNgl,Sonora Tent,2017,[],"{'href': None, 'total': 7645}",32
2343,Caveman,43v0qrDTLSQ2hYBlM5kmHZ,Sonora Tent,2017,[],"{'href': None, 'total': 6805}",27
2344,Los Blenders,19JX619qYCK7xfjaTxzhai,Sonora Tent,2017,"['latin rock', 'mexican indie', 'mexican rock']","{'href': None, 'total': 67500}",35
2345,Tale of Us,1UL813H5aj3e8ekE5RqWqc,Yuma Tent,2017,"['italian techno', 'melodic techno', 'minimal tech house']","{'href': None, 'total': 447020}",45
2346,Tale of Us,1UL813H5aj3e8ekE5RqWqc,Sahara Tent,2023,"['italian techno', 'melodic techno', 'minimal tech house']","{'href': None, 'total': 447020}",45
2347,Marcel Dettmann,1sxHp39RqBEE01pgVqsdyP,Yuma Tent,2017,"['microhouse', 'minimal techno', 'techno']","{'href': None, 'total': 74994}",28
2348,The Belleville Three,1qFowsDlqPJBaadLGauQmB,Yuma Tent,2017,[],"{'href': None, 'total': 736}",2
2349,Patrick Topping,7yRimuQSC5Ks3T2Ts0iyZa,Yuma Tent,2017,['house'],"{'href': None, 'total': 180310}",41
