,name,id,stage,year,genres,followers,popularity
383,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Coachella Stage,2011,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']","{'href': None, 'total': 3943121}",71
384,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Coachella Stage,2012,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']","{'href': None, 'total': 3943121}",71
385,Junior Senior,7xNPROyVfkH4mcIxxCxySm,Mojave Tent,2004,['danish pop'],"{'href': None, 'total': 70411}",49
386,stellastarr*,6eqecgXkT3Ir853jaGfh87,Mojave Tent,2004,['brooklyn indie'],"{'href': None, 'total': 13732}",20
387,stellastarr*,6eqecgXkT3Ir853jaGfh87,Mojave Tent,2006,['brooklyn indie'],"{'href': None, 'total': 13732}",20
388,Sahara Hotnights,2VPvWVAiP9GICmwh4bLUuE,Mojave Tent,2004,"['power-pop punk', 'swedish indie rock']","{'href': None, 'total': 29125}",32
389,Erase Errata,6usH6EXdwu2I7BBPTYisWc,Mojave Tent,2004,['bay area indie'],"{'href': None, 'total': 4980}",6
390,Phantom Planet,0LsTFjEB1IIrh7IlTxs1GY,Gobi Tent,2004,[],"{'href': None, 'total': 93412}",44
391,Da Lata,4qjTbJHr1i0O0ViKgFgZqN,Gobi Tent,2004,['downtempo'],"{'href': None, 'total': 7226}",23
392,Boozoo Bajou,2I36EjIVz3vDfROgj1MfZ3,Gobi Tent,2004,"['downtempo', 'jazztronica', 'trip hop']","{'href': None, 'total': 106925}",47
393,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Gobi Tent,2004,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1092166}",55
394,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Sahara Tent,2007,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1092166}",55
395,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Coachella Stage,2010,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1092166}",55
396,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,Coachella Stage,2016,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1092166}",55
397,Savath & Savalas,27VbT3cbrUL7xec3REIMRw,Gobi Tent,2004,['deep latin alternative'],"{'href': None, 'total': 4166}",9
398,Q and Not U,0E8Xl0rqwhKVaLB5sjErWr,Gobi Tent,2004,"['dance-punk', 'emo', 'emo punk', 'noise rock', 'post-hardcore', 'sasscore']","{'href': None, 'total': 22429}",24
399,The Evens,0D20qC9WhCXDlPBFZf7cmP,Gobi Tent,2004,"['dc indie', 'post-hardcore']","{'href': None, 'total': 31456}",25
400,The Evens,0D20qC9WhCXDlPBFZf7cmP,Gobi Tent,2013,"['dc indie', 'post-hardcore']","{'href': None, 'total': 31456}",25
401,Juana Molina,76hliHkgP5eIbVqLT7NmQ3,Gobi Tent,2004,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']","{'href': None, 'total': 113944}",32
402,The Cure,7bu3H8JO7d0UbMoVzbo70s,Coachella Stage,2004,"['new wave', 'permanent wave', 'rock', 'uk post-punk']","{'href': None, 'total': 5353940}",72
403,The Cure,7bu3H8JO7d0UbMoVzbo70s,Coachella Stage,2009,"['new wave', 'permanent wave', 'rock', 'uk post-punk']","{'href': None, 'total': 5353940}",72
404,The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,Coachella Stage,2004,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'noise pop', 'okc indie', 'singer-songwriter']","{'href': None, 'total': 783992}",51
405,Air,4xXCRXOfQKQ2gjWxNhNzYW,Coachella Stage,2004,['soft rock'],"{'href': None, 'total': 4264456}",66
406,Air,4xXCRXOfQKQ2gjWxNhNzYW,Outdoor Theatre,2007,['soft rock'],"{'href': None, 'total': 4264456}",66
407,Thursday,61awhbNK16ku1uQyXRsQj5,Coachella Stage,2004,"['emo', 'new jersey hardcore', 'pop punk', 'post-hardcore', 'screamo']","{'href': None, 'total': 204364}",43
408,Muse,12Chz98pHFMPJEknJQMWvI,Coachella Stage,2004,"['alternative rock', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 7732077}",71
409,Muse,12Chz98pHFMPJEknJQMWvI,Coachella Stage,2010,"['alternative rock', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 7732077}",71
410,Muse,12Chz98pHFMPJEknJQMWvI,Coachella Stage,2014,"['alternative rock', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 7732077}",71
411,Antibalas Afrobeat Orchestra,2KGF6IKZfVGCKfyqcNVGfh,Coachella Stage,2004,"['afrobeat', 'latin afrobeat', 'world']","{'href': None, 'total': 72954}",31
412,Thelonious Monster,79wfwGHz2ByenSDM0VaB70,Coachella Stage,2004,[],"{'href': None, 'total': 6875}",10
413,Le Tigre,2n6FviARgtjjimZXu18uRM,Outdoor Theatre,2004,"['dance-punk', 'queercore', 'riot grrrl']","{'href': None, 'total': 388997}",55
414,Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,Outdoor Theatre,2004,"['alternative dance', 'big beat', 'electronica']","{'href': None, 'total': 522675}",51
415,Black Rebel Motorcycle Club,1tpXaFf2F55E7kVJON4j4G,Outdoor Theatre,2004,"['alternative rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'permanent wave']","{'href': None, 'total': 550723}",47
416,Bright Eyes,5o206eFLx38glA2bb4zqIU,Outdoor Theatre,2004,"['chamber pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']","{'href': None, 'total': 593556}",52
417,Bright Eyes,5o206eFLx38glA2bb4zqIU,Outdoor Theatre,2005,"['chamber pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']","{'href': None, 'total': 593556}",52
418,Bright Eyes,5o206eFLx38glA2bb4zqIU,Coachella Stage,2011,"['chamber pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']","{'href': None, 'total': 593556}",52
419,Cursive,1sylmUjlKYsLA49YtkNHW3,Outdoor Theatre,2004,"['emo', 'omaha indie']","{'href': None, 'total': 109727}",37
420,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,Outdoor Theatre,2004,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop']","{'href': None, 'total': 662755}",52
421,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,Outdoor Theatre,2006,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop']","{'href': None, 'total': 662755}",52
422,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,Outdoor Theatre,2009,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop']","{'href': None, 'total': 662755}",52
423,Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd,Outdoor Theatre,2004,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'canadian rock', 'indie rock', 'noise pop']","{'href': None, 'total': 361994}",44
424,Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd,Coachella Stage,2011,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'canadian rock', 'indie rock', 'noise pop']","{'href': None, 'total': 361994}",44
425,!!!,2Jc4AEeBTE47KwuKgYOtcL,Outdoor Theatre,2004,['hoerspiel'],"{'href': None, 'total': 293635}",72
426,!!!,2Jc4AEeBTE47KwuKgYOtcL,Mojave Tent,2007,['hoerspiel'],"{'href': None, 'total': 293635}",72
427,!!!,2Jc4AEeBTE47KwuKgYOtcL,Outdoor Theatre,2011,['hoerspiel'],"{'href': None, 'total': 293635}",72
428,Pretty Girls Make Graves,3okeQxv9lGt59TGlLikfzN,Outdoor Theatre,2004,['emo'],"{'href': None, 'total': 26917}",25
429,Paul van Dyk,7wU1naftD3lNq7rNsiDvOR,Sahara Tent,2004,"['german techno', 'trance', 'uplifting trance']","{'href': None, 'total': 432480}",53
430,Paul van Dyk,7wU1naftD3lNq7rNsiDvOR,Sahara Tent,2007,"['german techno', 'trance', 'uplifting trance']","{'href': None, 'total': 432480}",53
431,Ferry Corsten,2ohlvFf9PBsDELdRstPtlP,Sahara Tent,2004,"['dutch trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']","{'href': None, 'total': 267022}",50
432,Crystal Method,5eKLa1xyHLq8ERWmT1CRHj,Sahara Tent,2004,"['big beat', 'breakbeat', 'electronica']","{'href': None, 'total': 308542}",45
433,2manyDJs,5bppICntghQ2YaiMPjk8l3,Sahara Tent,2004,[],"{'href': None, 'total': 164}",0
434,2manyDJs,5bppICntghQ2YaiMPjk8l3,Sahara Tent,2010,[],"{'href': None, 'total': 164}",0
435,2manyDJs,5bppICntghQ2YaiMPjk8l3,Sahara Tent,2016,[],"{'href': None, 'total': 164}",0
436,Donald Glaude,6KNsaVj5wOjWM8xUIGmmoG,Sahara Tent,2004,[],"{'href': None, 'total': 3942}",11
437,Hybrid,05lF0DUkLJqiW5o70SScyR,Sahara Tent,2004,"['drum and bass', 'liquid funk']","{'href': None, 'total': 163761}",56
438,Ash,5rkVyNGXEgeUqKkB5ccK83,Mojave Tent,2004,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']","{'href': None, 'total': 3020615}",67
439,Mogwai,34UhPkLbtFKRq3nmfFgejG,Mojave Tent,2004,"['british post-rock', 'compositional ambient', 'cosmic post-rock', 'dream pop', 'electronica', 'indie rock', 'instrumental post-rock', 'post-rock', 'scottish rock']","{'href': None, 'total': 569321}",45
440,Mogwai,34UhPkLbtFKRq3nmfFgejG,Outdoor Theatre,2006,"['british post-rock', 'compositional ambient', 'cosmic post-rock', 'dream pop', 'electronica', 'indie rock', 'instrumental post-rock', 'post-rock', 'scottish rock']","{'href': None, 'total': 569321}",45
441,Mogwai,34UhPkLbtFKRq3nmfFgejG,Mojave Tent,2014,"['british post-rock', 'compositional ambient', 'cosmic post-rock', 'dream pop', 'electronica', 'indie rock', 'instrumental post-rock', 'post-rock', 'scottish rock']","{'href': None, 'total': 569321}",45
442,The Sleepy Jackson,4p8paFuSiFNTvYFXNr5kIr,Mojave Tent,2004,"['australian alternative rock', 'perth indie']","{'href': None, 'total': 17076}",23
443,Dizzee Rascal,0gusqTJKxtU1UTmNRMHZcv,Mojave Tent,2004,"['grime', 'instrumental grime']","{'href': None, 'total': 475069}",57
444,The Cooper Temple Clause,0DEgoO9OsoL2jW9Orh3TNT,Mojave Tent,2004,"['reading indie', 'uk post-hardcore']","{'href': None, 'total': 19104}",19
445,The Thrills,1RYDKWzJnJtbTPYNsDswD5,Mojave Tent,2004,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']","{'href': None, 'total': 58145}",41
446,Elefant,5oYHL2SijkMY52gKIhYJNb,Mojave Tent,2004,"['latin alternative', 'latin arena pop', 'latin pop', 'mexican pop', 'mexican rock', 'rock en espanol']","{'href': None, 'total': 2062694}",64
447,Home Town Hero,1UTPkV64wpEoyvsMBAbokg,Mojave Tent,2004,['grunge pop'],"{'href': None, 'total': 1571}",6
448,Whitestarr,72qGThgeHfPddTjyfirCV9,Mojave Tent,2004,[],"{'href': None, 'total': 232}",1
449,Sidestepper,6HnF6i8GjIQbRbUmGXvr1B,Gobi Tent,2004,"['colombian rock', 'nu-cumbia']","{'href': None, 'total': 41024}",24
450,Danger Mouse,2dBj3prW7gP9bCCOIQeDUf,Gobi Tent,2004,"['alternative hip hop', 'mashup']","{'href': None, 'total': 228636}",58
451,Prefuse 73,0ZsnKPvBsvvycnET2GZMrG,Gobi Tent,2004,"['glitch', 'instrumental hip hop', 'intelligent dance music', 'wonky']","{'href': None, 'total': 68607}",34
452,T. Raumschmiere,58ZRFHI9f72MNGA77F6OCA,Gobi Tent,2004,"['electroclash', 'modular synth']","{'href': None, 'total': 8477}",17
453,Sage Francis,2E78kTKamtXgdRkK1jrc0f,Gobi Tent,2004,"['abstract hip hop', 'conscious hip hop', 'rhode island rap']","{'href': None, 'total': 101811}",34
454,Sage Francis,2E78kTKamtXgdRkK1jrc0f,Outdoor Theatre,2005,"['abstract hip hop', 'conscious hip hop', 'rhode island rap']","{'href': None, 'total': 101811}",34
455,The Killers,0C0XlULifJtAgn6ZNCW2eu,Gobi Tent,2004,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 7234869}",73
456,The Killers,0C0XlULifJtAgn6ZNCW2eu,Coachella Stage,2009,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 7234869}",73
457,Supernatural,4r6PWnMYfzZiZhBdzvF9dK,Gobi Tent,2004,[],"{'href': None, 'total': 3656}",29
458,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Coachella Stage,2005,"['permanent wave', 'pop']","{'href': None, 'total': 50195146}",84
459,Bauhaus,5N5tQ9Dx1h8Od7aRmGj7Fi,Coachella Stage,2005,"['alternative rock', 'dark wave', 'dream pop', 'gothic rock', 'industrial rock', 'new wave', 'post-punk', 'uk post-punk']","{'href': None, 'total': 850451}",50
460,Wilco,2QoU3awHVdcHS8LrZEKvSM,Coachella Stage,2005,"['alternative country', 'alternative rock', 'chicago indie', 'indie rock', 'roots rock', 'stomp and holler']","{'href': None, 'total': 744840}",55
461,Keane,53A0W3U0s8diEn9RhXQhVz,Coachella Stage,2005,"['neo mellow', 'piano rock', 'pop rock']","{'href': None, 'total': 3320797}",70
462,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,Coachella Stage,2005,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']","{'href': None, 'total': 2952416}",64
463,The Raveonettes,3LTXHU3DhiYzGIgF2PP8Q8,Coachella Stage,2005,"['danish alternative rock', 'danish rock', 'garage rock', 'modern dream pop']","{'href': None, 'total': 147839}",37
464,The Raveonettes,3LTXHU3DhiYzGIgF2PP8Q8,Gobi Tent,2010,"['danish alternative rock', 'danish rock', 'garage rock', 'modern dream pop']","{'href': None, 'total': 147839}",37
465,Buck 65,6jbuMVAvWgoPxEb1wMglyz,Coachella Stage,2005,['abstract hip hop'],"{'href': None, 'total': 31651}",33
466,Spoon,0K1q0nXQ8is36PzOKAMbNe,Outdoor Theatre,2005,"['alternative rock', 'austindie', 'indie rock', 'modern rock']","{'href': None, 'total': 643319}",54
467,Spoon,0K1q0nXQ8is36PzOKAMbNe,Coachella Stage,2010,"['alternative rock', 'austindie', 'indie rock', 'modern rock']","{'href': None, 'total': 643319}",54
468,Mercury Rev,77oD8X9qLXZhpbCjv53l5n,Outdoor Theatre,2005,"['alternative rock', 'buffalo ny indie', 'chamber pop', 'melancholia', 'shoegaze']","{'href': None, 'total': 120760}",37
469,Rilo Kiley,2cevwbv7ISD92VMNLYLHZA,Outdoor Theatre,2005,"['chamber pop', 'funktronica', 'indie pop', 'indie rock', 'la indie', 'lilith']","{'href': None, 'total': 227099}",43
470,Rilo Kiley,2cevwbv7ISD92VMNLYLHZA,Outdoor Theatre,2008,"['chamber pop', 'funktronica', 'indie pop', 'indie rock', 'la indie', 'lilith']","{'href': None, 'total': 227099}",43
471,Razorlight,450iujbtN6XgiA9pv6fVZz,Outdoor Theatre,2005,['britpop'],"{'href': None, 'total': 554528}",51
472,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,Outdoor Theatre,2005,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']","{'href': None, 'total': 518982}",51
473,Nic Armstrong & the Thieves,7fuPnTafbUSRKLLArSfqcR,Outdoor Theatre,2005,[],"{'href': None, 'total': 787}",0
474,Josh Wink,6DQLkRykAsF6paJnlIMX4H,Sahara Tent,2005,"['minimal techno', 'techno']","{'href': None, 'total': 40160}",31
475,U.N.K.L.E.,6XYvaoDGE0VmRt83Jss9Sn,Sahara Tent,2005,"['australian psych', 'double drumming', 'microtonal', 'neo-psychedelic']","{'href': None, 'total': 1130994}",59
476,Tiga,5l9wiTZVfqQTfMDOt0HtwC,Sahara Tent,2005,"['alternative dance', 'canadian electronic', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'minimal techno', 'new rave']","{'href': None, 'total': 129581}",44
477,Tiga,5l9wiTZVfqQTfMDOt0HtwC,Yuma Tent,2014,"['alternative dance', 'canadian electronic', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'minimal techno', 'new rave']","{'href': None, 'total': 129581}",44
478,DJ Marky,1rd51IrbtX9DqoU0Zxu4TV,Sahara Tent,2005,"['brazilian dnb', 'drum and bass', 'jazzy dnb', 'jungle', 'liquid funk', 'sambass']","{'href': None, 'total': 70505}",41
479,DJ Marky,1rd51IrbtX9DqoU0Zxu4TV,Oasis Dome,2011,"['brazilian dnb', 'drum and bass', 'jazzy dnb', 'jungle', 'liquid funk', 'sambass']","{'href': None, 'total': 70505}",41
480,Evil Nine,4I61op5v2v1kabf5V44j0n,Sahara Tent,2005,['breakbeat'],"{'href': None, 'total': 27103}",32
481,Evil Nine,4I61op5v2v1kabf5V44j0n,Sahara Tent,2007,['breakbeat'],"{'href': None, 'total': 27103}",32
482,Fantômas,43ltIj8NRBsmOEjDr5Sk10,Mojave Tent,2005,"['avant-garde metal', 'supergroup']","{'href': None, 'total': 103343}",28
483,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,Mojave Tent,2005,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1120748}",58
484,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,Outdoor Theatre,2006,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1120748}",58
485,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,Mojave Tent,2005,"['britpop', 'welsh rock']","{'href': None, 'total': 1533028}",60
486,The Kills,5BYuBzqmTXwUDw2rYkwExr,Mojave Tent,2005,"['alternative dance', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'new rave']","{'href': None, 'total': 671219}",46
487,The Kills,5BYuBzqmTXwUDw2rYkwExr,Mojave Tent,2009,"['alternative dance', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'new rave']","{'href': None, 'total': 671219}",46
488,The Kills,5BYuBzqmTXwUDw2rYkwExr,Outdoor Theatre,2011,"['alternative dance', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'new rave']","{'href': None, 'total': 671219}",46
489,The Kills,5BYuBzqmTXwUDw2rYkwExr,Outdoor Theatre,2016,"['alternative dance', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'new rave']","{'href': None, 'total': 671219}",46
490,Ambulance LTD,2NGHctlXICLazbh2JgBqlw,Mojave Tent,2005,['brooklyn indie'],"{'href': None, 'total': 14546}",20
491,Radio 4,2oWyxHNcxMcrvNIHMX2apR,Mojave Tent,2005,['dance-punk'],"{'href': None, 'total': 9899}",17
492,Gratitude,10mlifnfN8gsmH5ds06X0k,Mojave Tent,2005,[],"{'href': None, 'total': 2838}",8
493,Zap Mama,5UUHefXYUqgqmROQvDmJLL,Gobi Tent,2005,"['afropop', 'world']","{'href': None, 'total': 37394}",30
494,Amp Fiddler,39g75EmRFeFbvHhsGjUpLU,Gobi Tent,2005,"['acid jazz', 'bass trip', 'broken beat', 'indie jazz']","{'href': None, 'total': 40914}",33
495,Four Tet,7Eu1txygG6nJttLHbZdQOh,Gobi Tent,2005,"['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 721077}",59
496,Four Tet,7Eu1txygG6nJttLHbZdQOh,Yuma Tent,2013,"['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 721077}",59
497,Four Tet,7Eu1txygG6nJttLHbZdQOh,Yuma Tent,2017,"['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 721077}",59
498,Four Tet,7Eu1txygG6nJttLHbZdQOh,Mojave Tent,2019,"['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 721077}",59
499,Swayzak,4Zd2v5EFS3D9h4CgnEk4qq,Gobi Tent,2005,['microhouse'],"{'href': None, 'total': 18460}",24
500,Jean Grae,2ipBhKpOYqs6BbysLNGye6,Gobi Tent,2005,"['alternative hip hop', 'alternative r&b', 'east coast hip hop', 'hip pop']","{'href': None, 'total': 60573}",33
501,Immortal Technique,7h8ja4JSORo2sXJPmCXRxa,Gobi Tent,2005,"['conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'harlem hip hop', 'political hip hop']","{'href': None, 'total': 510965}",49
502,M83,63MQldklfxkjYDoUE4Tppz,Gobi Tent,2005,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']","{'href': None, 'total': 2338376}",67
503,M83,63MQldklfxkjYDoUE4Tppz,Mojave Tent,2012,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']","{'href': None, 'total': 2338376}",67
504,M83,63MQldklfxkjYDoUE4Tppz,Coachella Stage,2016,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']","{'href': None, 'total': 2338376}",67
505,k-os,31VFEohvhOUKrtAONEBhMG,Gobi Tent,2005,"['latin viral pop', 'urbano mexicano']","{'href': None, 'total': 4717288}",73
506,Katie Melua,5uCXJWo3WoXgqv3T1RlAbh,Gobi Tent,2005,['uk pop'],"{'href': None, 'total': 555478}",55
507,Boom Bip,6AtkRnMQyGsdt9aldrc0dx,Gobi Tent,2005,['abstract hip hop'],"{'href': None, 'total': 10179}",21
508,Black Star,67ei8ib6PLT1w3OkhIb4fB,Coachella Stage,2005,"['east coast hip hop', 'hip hop', 'political hip hop']","{'href': None, 'total': 421793}",46
509,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,Coachella Stage,2005,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']","{'href': None, 'total': 2560609}",63
510,New Order,0yNLKJebCb8Aueb54LYya3,Coachella Stage,2005,"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']","{'href': None, 'total': 2151864}",62
511,New Order,0yNLKJebCb8Aueb54LYya3,Mojave Tent,2013,"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']","{'href': None, 'total': 2151864}",62
512,New Order,0yNLKJebCb8Aueb54LYya3,Mojave Tent,2017,"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']","{'href': None, 'total': 2151864}",62
513,Gang of Four,3AmWjMXXtBJOmNGpUFSOAl,Coachella Stage,2005,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'post-punk', 'punk', 'uk post-punk']","{'href': None, 'total': 232719}",44
514,The Futureheads,3TBfn8PtXr42OrTPaoC3E8,Coachella Stage,2005,"['british indie rock', 'britpop', 'dance-punk', 'new rave', 'north east england indie']","{'href': None, 'total': 100423}",35
515,Thrice,3NChzMpu9exTlNPiqUQ2DE,Coachella Stage,2005,"['post-hardcore', 'screamo']","{'href': None, 'total': 453772}",51
516,The Perceptionists,3g2N6Ig1eYbWTx22WjAVoh,Coachella Stage,2005,"['boston hip hop', 'conscious hip hop']","{'href': None, 'total': 2892}",8
517,Gram Rabbit,6Dl4yVNU6aMxOjYU7oTaM4,Coachella Stage,2005,"['alternative roots rock', 'palm desert scene']","{'href': None, 'total': 2904}",6
518,The Faint,4A1yfFuBmBOgzv4Oe3fFHk,Outdoor Theatre,2005,"['dance-punk', 'electropowerpop', 'indietronica', 'omaha indie']","{'href': None, 'total': 84855}",36
519,The Faint,4A1yfFuBmBOgzv4Oe3fFHk,Mojave Tent,2013,"['dance-punk', 'electropowerpop', 'indietronica', 'omaha indie']","{'href': None, 'total': 84855}",36
520,British Sea Power,1OB9x8CMMyJ6oBay5vUvmK,Outdoor Theatre,2005,[],"{'href': None, 'total': 86}",0
521,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,Outdoor Theatre,2005,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']","{'href': None, 'total': 446395}",52
522,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,Mojave Tent,2008,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']","{'href': None, 'total': 446395}",52
523,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,Outdoor Theatre,2013,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']","{'href': None, 'total': 446395}",52
524,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Outdoor Theatre,2005,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']","{'href': None, 'total': 2269641}",61
525,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Coachella Stage,2007,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']","{'href': None, 'total': 2269641}",61
526,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Coachella Stage,2011,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']","{'href': None, 'total': 2269641}",61
527,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Coachella Stage,2014,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']","{'href': None, 'total': 2269641}",61
528,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Mojave Tent,2022,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']","{'href': None, 'total': 2269641}",61
529,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,Outdoor Theatre,2005,"['canadian indie', 'lilith', 'metropopolis', 'permanent wave']","{'href': None, 'total': 618108}",52
530,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,Coachella Stage,2008,"['canadian indie', 'lilith', 'metropopolis', 'permanent wave']","{'href': None, 'total': 618108}",52
531,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,Outdoor Theatre,2013,"['canadian indie', 'lilith', 'metropopolis', 'permanent wave']","{'href': None, 'total': 618108}",52
532,The Fiery Furnaces,03G0pJHLHj7FRuCV5OYzpv,Outdoor Theatre,2005,['brooklyn indie'],"{'href': None, 'total': 25501}",21
